diffurl,edittime,editcomment,articletitle,editid,oldrevisionid,character_diversity,digit_ratio,non_alpha_numeric_ratio,upper_to_all,upper_to_lower,editor,newrevisionid,size_increment,class,comment_len,Anonymous,vulgar_word_ratio,character_distribution,longest_Word,bad_words,size,word_count
http://en.wikipedia.org/w/index.php?diff=327402068&oldid=325768045,2009-11-23T02:59:30Z,I add a gif anim of a 2s orbital many order are going to come,Atomic orbital,38052,326842825,1.1035,0.0112,0.0181,0.0434,0.0454,MBelgrano,326852825,549,0,21,0,0.0,0.104748674,18.0,0.0,75209.0,9379.0
http://en.wikipedia.org/w/index.php?diff=327234438&oldid=326492949,2009-11-22T04:36:50Z,/* History */,A-Squad S.P.D. Power Rangers,11893,323619397,1.0717,0.0358,0.0636,0.0938,0.1034,McBrayn,327893090,44,0,22,0,0.0,0.011123383999999998,18.0,0.0,11268.0,1047.0
http://en.wikipedia.org/w/index.php?diff=327509936&oldid=327509795,2009-11-23T18:16:58Z,Reverted [[WP:AGF|good faith]] edits by [[Special:Contributions/90.201.194.170|90.201.194.170]]; Rv per standards; please discuss on Talk page..,Cilla Black,15549,283412595,1.1262,0.0314,0.0723,0.0874,0.0957,65.101.170.212,327016698,24,1,16,1,0.0,inf,7.0,0.0,55427.0,5746.0
http://en.wikipedia.org/w/index.php?diff=328627901&oldid=328395131,2009-11-29T18:34:09Z,,Mother Earth (album),13534,327602164,1.1422,0.01,0.0367,0.0761,0.0823,Marek69,327602812,0,0,118,0,0.0,0.0,0.0,0.0,2877.0,311.0
http://en.wikipedia.org/w/index.php?diff=327193287&oldid=327175579,2009-11-21T23:26:06Z,,Belgium in the Junior Eurovision Song Contest,37255,326931202,1.0836,0.0301,0.0664,0.0572,0.0607,Iblardi,326932841,258,0,196,0,0.011235955,0.034932513,22.0,0.0,9961.0,697.0
http://en.wikipedia.org/w/index.php?diff=328007191&oldid=328007086,2009-11-26T07:46:46Z,,Thabit number,29501,329129957,1.1173,0.0698,0.1375,0.0772,0.0837,QuasyBoy,329130189,7,0,14,0,0.0,0.0,0.0,0.0,13327.0,1782.0
http://en.wikipedia.org/w/index.php?diff=328505702&oldid=328505528,2009-11-29T02:53:09Z,Reverted edits by [[Special:Contributions/206.126.85.81|206.126.85.81]] to last revision by D6 ([[Wikipedia:Huggle|HG]]),Collège Sainte-Anne de Lachine,15589,326683380,1.1466,0.004,0.0443,0.0682,0.0732,Rtkat3,327391500,8,0,0,0,0.0,inf,13.0,0.0,17344.0,1072.0
http://en.wikipedia.org/w/index.php?diff=327467274&oldid=327380361,2009-11-23T13:01:09Z,/* Commissioned Officer Ranks */,Army Cadet Force,23852,327582580,1.1347,0.0493,0.0695,0.0886,0.0972,173.26.207.79,327582864,1,0,20,1,0.0,0.003298281,12.0,0.0,43210.0,4928.0
http://en.wikipedia.org/w/index.php?diff=326912998&oldid=326911036,2009-11-20T11:40:23Z,[[Help:Reverting|Reverted]] edits by [[Special:Contributions/194.83.198.199|194.83.198.199]] ([[User talk:194.83.198.199|talk]]) to last version by 149.175.155.242,"Hillsborough, California",21679,313724493,1.1433,0.0145,0.0562,0.0516,0.0544,Woohookitty,329186514,38,0,169,0,0.0,0.001044729,17.0,0.0,23893.0,2422.0
http://en.wikipedia.org/w/index.php?diff=327504574&oldid=327253054,2009-11-23T17:40:52Z,Minor-,Fire and Rain,2130,328134409,1.1364,0.0454,0.0869,0.0789,0.0856,3pears,329760816,2,0,12,0,0.0,inf,2.0,0.0,15786.0,1259.0
http://en.wikipedia.org/w/index.php?diff=327380162&oldid=321998077,2009-11-23T00:24:09Z,"/* External links */refine cat, copyedit, and or AWB general fixes using [[Project:AutoWikiBrowser|AWB]]","Marlborough, Connecticut",17310,317832852,1.103,0.0531,0.0859,0.0915,0.1007,158.195.167.49,329534011,0,0,0,1,0.0,0.055451773,16.0,0.0,19662.0,1302.0
http://en.wikipedia.org/w/index.php?diff=328496173&oldid=318906803,2009-11-29T01:52:44Z,/* Film adaptation */,The Sunshine Boys,41794,324154249,1.0851,0.0271,0.0677,0.124,0.1413,62.244.90.76,329250815,5,0,32,1,0.0,inf,10.0,0.0,18822.0,2221.0
http://en.wikipedia.org/w/index.php?diff=327472961&oldid=327472706,2009-11-23T13:54:27Z,/* Post-war years */,Regular Army (United States),34236,329296713,1.0901,0.0524,0.1173,0.08800000000000001,0.0965,Aftertaste,329809188,8,0,0,0,0.0,inf,12.0,0.0,27491.0,3935.0
http://en.wikipedia.org/w/index.php?diff=329168446&oldid=328966112,2009-12-02T02:47:56Z,,Coscom Entertainment,31229,328348670,1.1534,0.0449,0.1504,0.1059,0.1184,114.76.251.118,328348737,6,0,11,1,0.0,inf,6.0,0.0,2271.0,245.0
http://en.wikipedia.org/w/index.php?diff=328877639&oldid=326718985,2009-11-30T20:59:13Z,better link,The Enigma of Kaspar Hauser,27539,326536806,1.0996,0.0827,0.1306,0.1421,0.1657,DH85868993,327027903,14,0,67,0,0.0,inf,16.0,0.0,18249.0,2037.0
http://en.wikipedia.org/w/index.php?diff=327729046&oldid=327726220,2009-11-24T20:41:19Z,"[[WP:UNDO|Undid]] revision 327726220 by [[Special:Contributions/99.149.26.222|99.149.26.222]] ([[User talk:99.149.26.222|talk]]) verbal agreements, best to leave this as TBA",UFC 110,26406,281504531,1.1175,0.0584,0.0766,0.0683,0.0733,121.115.72.194,329159846,2,0,20,1,0.0,0.12874605,8.0,0.0,8314.0,662.0
http://en.wikipedia.org/w/index.php?diff=326799947&oldid=317922472,2009-11-19T21:03:54Z,/* Race calendar and winners */  correct link,2005 Swedish Touring Car Championship season,31782,325554896,1.082,0.0135,0.0274,0.0261,0.0268,Biglovinb,327030061,22,0,140,0,0.005586592,0.001290148,16.0,0.0,13088.0,307.0
http://en.wikipedia.org/w/index.php?diff=328437198&oldid=328436555,2009-11-28T20:07:00Z,/* Track listing */,Tons Of Friends (Crookers album),43055,327482429,1.088,0.0425,0.0879,0.0519,0.0548,Beetstra,327482532,3,0,58,0,0.041666667,inf,63.0,0.0,4892.0,121.0
http://en.wikipedia.org/w/index.php?diff=327118012&oldid=325867244,2009-11-21T15:01:14Z,Theodore Theodorsen,Sandefjord,21346,327292251,1.0768,0.0435,0.0901,0.0709,0.0763,75.173.64.139,327402576,0,1,19,1,0.0,0.0,0.0,0.0,111999.0,10805.0
http://en.wikipedia.org/w/index.php?diff=329616360&oldid=329540628,2009-12-04T05:49:59Z,Removing opinion piece,Eric Cantor,12394,328057569,1.0664,0.0387,0.0841,0.0642,0.0686,74.215.124.30,328058073,210,0,25,1,0.0,0.0,0.0,0.0,60648.0,5342.0
http://en.wikipedia.org/w/index.php?diff=327490242&oldid=327135961,2009-11-23T16:03:37Z,[[WP:UNDO|Undid]] revision 327135961 by [[Special:Contributions/87.224.91.240|87.224.91.240]] ([[User talk:87.224.91.240|talk]]),Digital asset management,8810,321588261,1.1169,0.0148,0.0389,0.051,0.0537,CayenneGaramonde,326776143,29,0,0,0,0.0,inf,10.0,0.0,9221.0,1061.0
http://en.wikipedia.org/w/index.php?diff=327750756&oldid=327675752,2009-11-24T22:34:59Z,corrected school name and link,Alpha Phi Omega chapters (chronological),40551,317521492,1.1097,0.0208,0.1588,0.0399,0.0416,Jaraalbe,328555091,19,0,73,0,0.0,0.0,0.0,0.0,238612.0,2141.0
http://en.wikipedia.org/w/index.php?diff=328027270&oldid=328016078,2009-11-26T11:33:33Z,,Sodium stearoyl lactylate,35997,329573382,1.1157,0.0259,0.0642,0.0714,0.0769,Evaunit666,329573525,3,0,0,0,0.0,0.019389413,24.0,0.0,14768.0,1204.0
http://en.wikipedia.org/w/index.php?diff=327222803&oldid=327082744,2009-11-22T02:59:43Z,/* Playoffs */,Devin Brown,34991,307812420,1.1452,0.1338,0.1889,0.1599,0.1902,Colonies Chris,327778604,20,0,7,1,0.0,inf,16.0,0.0,16149.0,1216.0
http://en.wikipedia.org/w/index.php?diff=329864465&oldid=329860418,2009-12-05T12:59:31Z,,Higher-dimensional gamma matrices,23868,323690931,1.128,0.0376,0.0906,0.1137,0.1281,Noboyo,328489835,15,0,55,0,0.0,inf,9.0,0.0,48326.0,7468.0
http://en.wikipedia.org/w/index.php?diff=326841802&oldid=326840419,2009-11-20T01:04:25Z,/* Music career */,Consequence (rapper),27860,326911374,1.132,0.0136,0.0362,0.0736,0.0794,119.152.92.155,326911863,0,0,0,1,0.02739726,0.00123865,63.0,0.0,10574.0,573.0
http://en.wikipedia.org/w/index.php?diff=327342980&oldid=325711475,2009-11-22T20:32:11Z,/* 1948–49 season */ Spelling (Piston ---> Pistons).,Basketball Association of America,20483,289413783,1.1368,0.0142,0.0584,0.1008,0.1121,Supreme Dirt,328252563,0,0,25,1,0.0,0.0,0.0,0.0,38833.0,2581.0
http://en.wikipedia.org/w/index.php?diff=327256063&oldid=327254496,2009-11-22T08:18:28Z,/* External links */ del duplicate EL,Skyhooks,18889,327857013,1.1316,0.0579,0.0839,0.0738,0.0797,Cmacauley,327857130,19,0,10,0,0.048192771,inf,17.0,0.0,46753.0,3933.0
http://en.wikipedia.org/w/index.php?diff=328521511&oldid=325622407,2009-11-29T04:35:53Z,Added For template.,British R class submarine,42916,325363655,1.1368,0.013,0.0835,0.1344,0.1552,24.144.219.58,326986138,0,0,0,1,0.0,0.019858377,17.0,0.014492753999999997,8989.0,838.0
http://en.wikipedia.org/w/index.php?diff=328004227&oldid=327407739,2009-11-26T07:14:00Z,/* 2002 film */,The Time Machine,33436,328865596,1.1428,0.0101,0.0307,0.0456,0.0478,67.79.19.250,328865800,19,0,16,1,0.0,0.000678,16.0,0.0,48971.0,6751.0
http://en.wikipedia.org/w/index.php?diff=326799209&oldid=326271286,2009-11-19T20:59:34Z,/* Boundaries and History */,Airdrie and Shotts (UK Parliament constituency),41330,326791411,1.0741,0.0924,0.1742,0.0705,0.0759,YellowMonkey,326996491,325,0,138,0,0.0,0.06934627,10.0,0.0,18561.0,572.0
http://en.wikipedia.org/w/index.php?diff=328418396&oldid=328209875,2009-11-28T18:09:25Z,,Haberdashers Askes Boys School,18481,329065698,1.1347,0.1408,0.2869,0.0771,0.0835,Plastikspork,329066080,0,0,64,0,0.0,inf,23.0,0.0,10594.0,1095.0
http://en.wikipedia.org/w/index.php?diff=328343163&oldid=328343073,2009-11-28T08:07:52Z,"/* Events (Charitable, Political, social) organized by community */",Suryavanshi Aare Katika,16822,326928741,1.1352,0.0699,0.1254,0.0726,0.0783,CarolineWH,326928793,6,0,4,0,0.004149378,4.38e-05,207.0,0.0,363.0,33.0
http://en.wikipedia.org/w/index.php?diff=328073175&oldid=328073032,2009-11-26T17:58:01Z,/* South Shore */,Old Colony Railroad,44548,326881252,1.131,0.0604,0.0906,0.1434,0.1673,203.177.74.135,327423523,0,1,14,1,0.0,0.0,0.0,0.0,41891.0,3330.0
http://en.wikipedia.org/w/index.php?diff=329286856&oldid=329255929,2009-12-02T18:41:01Z,/* Current squad */,AFC Ajax,3447,327064154,1.1286,0.0437,0.0747,0.0898,0.0986,112.200.41.25,328732851,1,0,13,1,0.0,0.11208386,51.0,0.0,135599.0,10684.0
http://en.wikipedia.org/w/index.php?diff=329269500&oldid=329202300,2009-12-02T17:02:24Z,Reverted 1 edit by [[Special:Contributions/IJA|IJA]]; What has this got to do with NPOV? What does it mean to break away de facto? That Abkhazia wasnt recognised is already in the lines below.. ([[WP:TW|TW]]),List of diplomatic missions in Abkhazia,40628,326305944,1.0865,0.062,0.1018,0.0798,0.0867,?????? ?????????,329863291,4,0,0,1,0.0,0.000935,16.0,0.0,4187.0,297.0
http://en.wikipedia.org/w/index.php?diff=328080498&oldid=328029502,2009-11-26T18:50:57Z,[[WP:AES|?]]Redirected page to [[List of characters in the Lego Star Wars games#Story characters 2]],Imperial Spy,12110,326388989,1.1293,0.0305,0.099,0.1576,0.1869,Huaiwei,327619108,1,0,46,0,0.0,0.20786346,11.0,0.0,10330.0,1339.0
http://en.wikipedia.org/w/index.php?diff=327429452&oldid=325269319,2009-11-23T06:44:50Z,"this is a Christmas film, but not a Christian film",The Christmas Box,16514,329898693,1.0863,0.0521,0.0912,0.0926,0.1021,JanDeFietser,329898896,4,0,27,0,0.004273504,0.04745156,118.0,0.0,4462.0,369.0
http://en.wikipedia.org/w/index.php?diff=326877210&oldid=326877193,2009-11-20T05:16:56Z,,Taijin kyofusho,11905,326814440,1.0497,0.0459,0.0845,0.0738,0.0797,86.41.84.40,326823349,285,1,12,1,0.0,inf,19.0,0.0,14651.0,1667.0
http://en.wikipedia.org/w/index.php?diff=328206485&oldid=328146657,2009-11-27T13:37:07Z,[[WP:UNDO|Undid]] revision 328146657 by [[Special:Contributions/Hollywoood2111|Hollywoood2111]] ([[User talk:Hollywoood2111|talk]]) -unsourced,Universal Studios Florida,4378,329878958,1.0677,0.08199999999999999,0.1177,0.1185,0.1344,Portugaljunior,329879078,0,0,20,0,0.0,0.0,1.0,0.0,78993.0,4543.0
http://en.wikipedia.org/w/index.php?diff=328306203&oldid=325354281,2009-11-28T02:07:32Z,/* External links */,Dragonheart: A New Beginning,5671,327274086,1.0822,0.044,0.0648,0.0806,0.0876,Ceharanka,328797616,26,0,20,0,0.0,inf,19.0,0.0,7882.0,1026.0
http://en.wikipedia.org/w/index.php?diff=328885138&oldid=327457909,2009-11-30T21:34:57Z,Disambiguate [[Darwin]] to [[Charles Darwin]] using [[:en:Wikipedia:Tools/Navigation_popups|popups]],Theos (think tank),32715,326834975,1.0902,0.0238,0.046,0.0684,0.0734,124.157.186.226,326859387,1,0,43,1,0.00952381,5.37e-06,21.0,0.0,3212.0,259.0
http://en.wikipedia.org/w/index.php?diff=329119332&oldid=329119266,2009-12-01T21:53:38Z,Quick-adding category [[:Category:Maritime incidents in 1942|Maritime incidents in 1942]] (using [[WP:HOTCAT|HotCat]]),HMS Hollyhock (K64),22692,326778627,1.0517,0.062,0.1136,0.0495,0.0521,A8UDI,326778736,934,0,154,0,0.0,inf,31.0,0.0,2907.0,105.0
http://en.wikipedia.org/w/index.php?diff=326890339&oldid=303615584,2009-11-20T07:36:06Z,style,Magnet (disambiguation),41529,327363862,1.1045,0.0157,0.0579,0.0589,0.0626,Ahclovis,327364017,22,0,9,0,0.0,0.003965831,10.0,0.0,416.0,49.0
http://en.wikipedia.org/w/index.php?diff=327909832&oldid=327884475,2009-11-25T19:27:25Z,updating infobox fields using [[Project:AutoWikiBrowser|AWB]],Shoreditch High Street railway station,20037,327680030,1.1147,0.0448,0.1701,0.0839,0.0916,79.151.48.208,327875210,0,0,13,1,0.0,0.0,29.0,0.0,10394.0,948.0
http://en.wikipedia.org/w/index.php?diff=329710249&oldid=329662363,2009-12-04T18:39:36Z,[[WP:UNDO|Undid]] revision 329662363 by [[Special:Contributions/206.226.143.4|206.226.143.4]] ([[User talk:206.226.143.4|talk]]) vandal,Minke whale,41802,324919395,1.1353,0.0353,0.1022,0.0795,0.0864,Rich Farmbrough,329813238,0,0,47,1,0.006849315,9.29e-05,28.0,0.0,28905.0,3374.0
http://en.wikipedia.org/w/index.php?diff=328242603&oldid=328242481,2009-11-27T18:19:58Z,/* Manufacturing methods */ flow,2009 flu pandemic vaccine,21223,326999743,1.1078,0.0108,0.034,0.1407,0.1637,Willking1979,327273830,4,0,110,0,0.0,0.3101549000000001,9.0,0.0,88874.0,9489.0
http://en.wikipedia.org/w/index.php?diff=327890900&oldid=327890774,2009-11-25T17:23:52Z,/* Group H */,2009–10 UEFA Champions League group stage,5562,326869270,1.1308,0.0252,0.0443,0.0656,0.0701,Pfly,327064348,1,0,88,0,0.0,inf,11.0,0.0,79502.0,2363.0
http://en.wikipedia.org/w/index.php?diff=328224907&oldid=266859539,2009-11-27T16:07:31Z,Requesting speedy deletion ([[WP:CSD#A7|CSD A7]]). ([[WP:TW|TW]]),Cain (band),30973,328562542,1.1355,0.0727,0.198,0.0977,0.1082,Malcolma,328794044,1,0,3,0,0.0,0.31287006,19.0,0.0,32603.0,2706.0
http://en.wikipedia.org/w/index.php?diff=326980250&oldid=326980111,2009-11-20T19:41:32Z,,Kazan Conservatory,28863,329223172,1.1463,0.0607,0.0968,0.1012,0.1126,BrownHairedGirl,329223281,12,0,46,0,0.0,0.03453001,13.0,0.0,2148.0,191.0
http://en.wikipedia.org/w/index.php?diff=328158800&oldid=328158677,2009-11-27T05:14:47Z,/* Non - Degree Programs */,Mindanao State University – Naawan,6612,327836246,1.1235,0.0399,0.1063,0.0635,0.0678,Dann Chinn,328796684,11,0,0,1,0.0,0.000667,62.0,0.0,9424.0,892.0
http://en.wikipedia.org/w/index.php?diff=328602961&oldid=313693860,2009-11-29T16:15:36Z,/* External links */,Juan Rincón,32244,329449113,1.1212,0.0231,0.0747,0.0749,0.081,Richtid,329451720,9,0,10,0,0.0,0.4068915,42.0,0.0,7452.0,672.0
http://en.wikipedia.org/w/index.php?diff=328447823&oldid=328447541,2009-11-28T21:07:17Z,,Winter storms of 2009–2010,17468,328732870,1.1354,0.0416,0.0673,0.0739,0.0796,Armagebedar,328733066,0,0,0,0,0.0,inf,21.0,0.0,105043.0,12201.0
http://en.wikipedia.org/w/index.php?diff=326876711&oldid=323391322,2009-11-20T05:12:15Z,link to boundary delimitation and clean up using [[Project:AutoWikiBrowser|AWB]],Papal mediation in the Beagle conflict,14724,329035527,1.0585,0.0312,0.0627,0.0513,0.0541,Zzuuzz,329035724,46,0,147,0,0.04137931,0.24134491,87.0,0.0,29158.0,3391.0
http://en.wikipedia.org/w/index.php?diff=327297728&oldid=318373937,2009-11-22T15:25:51Z,incorrect image removed,Ibotenic acid,27408,326413594,1.1262,0.0263,0.0477,0.0795,0.0863,Someguy1221,327622482,1,0,15,0,0.0,0.02659532,7.0,0.0,14435.0,1273.0
http://en.wikipedia.org/w/index.php?diff=327353311&oldid=319227986,2009-11-22T21:35:47Z,#NAME?,Entomobryomorpha,34495,327200892,1.073,0.054000000000000006,0.113,0.0569,0.0603,24.235.207.10,329800790,1,0,0,1,0.005235602,7.61e-06,142.0,0.0,3984.0,346.0
http://en.wikipedia.org/w/index.php?diff=326837726&oldid=326560592,2009-11-20T00:40:02Z,"redirect to pre-existing list, and I would suggest that the deletion nominator reads [[WP:CLN]] before nominating any more lists for deletion",List of Afghan people,18957,325027517,1.1288,0.0308,0.0603,0.0682,0.0732,90.192.10.251,327138686,6,0,20,1,0.0,0.15998645,43.0,0.0,9387.0,801.0
http://en.wikipedia.org/w/index.php?diff=327091887&oldid=327091849,2009-11-21T10:47:38Z,/* Vengeance (2007) */,Nonpoint,28612,299437727,1.126,0.0841,0.2009,0.1287,0.1476,Tim!,329083068,33,0,106,1,0.0,inf,15.0,0.0,23471.0,2279.0
http://en.wikipedia.org/w/index.php?diff=327727358&oldid=327655447,2009-11-24T20:33:31Z,cat,842 Kerstin,43103,328237153,1.0643,0.023,0.0828,0.051,0.0538,87.194.64.140,328249176,10,0,128,1,0.0,0.0,0.0,0.0,13146.0,894.0
http://en.wikipedia.org/w/index.php?diff=328513961&oldid=319013977,2009-11-29T03:46:31Z,/* PAEC Career and Chairman */,Anwar Ali (scientist),24791,326660386,1.1334,0.0321,0.059,0.0748,0.0808,68.84.237.120,327226708,6,0,13,1,0.0,inf,10.0,0.0,19492.0,2146.0
http://en.wikipedia.org/w/index.php?diff=328656114&oldid=328656031,2009-11-29T20:57:57Z,/* Delegates */,Miss Teen USA 2010,14385,328423195,1.1105,0.0444,0.0675,0.0646,0.0691,Funandtrvl,330092745,0,0,84,0,0.0,inf,16.0,0.0,40402.0,2101.0
http://en.wikipedia.org/w/index.php?diff=328851100&oldid=328850931,2009-11-30T18:54:42Z,Minor refimprovement.,Public menorah,6879,328034242,1.1086,0.0536,0.0936,0.0985,0.1092,118.100.175.121,329620080,97,0,24,1,0.0,inf,13.0,0.0,15378.0,1784.0
http://en.wikipedia.org/w/index.php?diff=327233134&oldid=325954753,2009-11-22T04:24:59Z,/* International relations */Adding main article link using [[Project:AutoWikiBrowser|AWB]],Hódmez?vásárhely,20210,306970479,1.1081,0.0287,0.0664,0.0553,0.0585,Shivap,328768546,35,0,110,0,0.0,inf,18.0,0.0,,
http://en.wikipedia.org/w/index.php?diff=329678231&oldid=325216134,2009-12-04T15:40:48Z,/* Reverse engineering of software */,Reverse engineering,15199,326221585,1.1341,0.0263,0.0616,0.0622,0.0663,DragonflySixtyseven,329461441,192,0,16,0,0.0,inf,31.0,0.0,45392.0,5679.0
http://en.wikipedia.org/w/index.php?diff=329114598&oldid=327752602,2009-12-01T21:28:05Z,/* History */,Corn dog,39519,310415296,1.1232,0.0284,0.1066,0.1005,0.1114,Newcastleunitedfan,328568364,57,0,0,0,0.0,inf,27.0,0.0,17432.0,1848.0
http://en.wikipedia.org/w/index.php?diff=329271306&oldid=329269151,2009-12-02T17:14:10Z,BOT--Reverting link addition(s) by [[:en:Special:Contributions/202.142.171.58|202.142.171.58]] to revision 328959056 (http://www.facebook.com/SyedZaidZamanHamid?ref=ts&v=wall),Brass Tacks (TV programme),3865,328549382,1.1393,0.0467,0.0775,0.0578,0.0613,T34CH,328552418,545,0,227,0,0.0,0.0,0.0,0.0,1478.0,119.0
http://en.wikipedia.org/w/index.php?diff=329128560&oldid=320747007,2009-12-01T22:41:58Z,/* Old universities */,List of universities in the Czech Republic,1928,327237372,1.1504,0.0548,0.1277,0.1131,0.1275,121.58.170.249,327568990,1,0,25,1,0.0,0.10785678,11.0,0.0,10087.0,1187.0
http://en.wikipedia.org/w/index.php?diff=328310506&oldid=326977682,2009-11-28T02:44:19Z,/* Use as a chemical/biological warfare agent */ added cite for infanticide (cant help with the chocolate-covered coffee beans part),Ricin,41184,327411370,1.1146,0.0286,0.0545,0.0674,0.0722,BernardoFata,327417847,2,0,55,0,0.0,0.00038,109.0,0.0,50257.0,5729.0
http://en.wikipedia.org/w/index.php?diff=327819393&oldid=326878496,2009-11-25T06:39:29Z,,Lunawada,28119,326105904,1.1058,0.0266,0.0571,0.0543,0.0574,212.247.11.156,327551404,9,0,0,1,0.0,0.020906966000000003,25.0,0.0,7484.0,724.0
http://en.wikipedia.org/w/index.php?diff=328457496&oldid=328439537,2009-11-28T22:04:02Z,[[WP:UNDO|Undid]] revision 328439537 by [[Special:Contributions/12.148.233.74|12.148.233.74]] ([[User talk:12.148.233.74|talk]]),Barbara Merrill,20175,324948219,1.1183,0.0142,0.0274,0.0928,0.1023,192.117.134.100,327851832,0,0,15,1,0.0,0.0,10.0,0.0,9538.0,1143.0
http://en.wikipedia.org/w/index.php?diff=328394568&oldid=318050038,2009-11-28T15:42:50Z,inserted piped image description,USS Michael Murphy (DDG-112),2897,327972673,1.1585,0.0095,0.0401,0.0462,0.0484,SpongeSebastian,327973049,21,0,28,0,0.0,inf,32.0,0.0,17704.0,1495.0
http://en.wikipedia.org/w/index.php?diff=328207680&oldid=328205594,2009-11-27T13:47:42Z,,James Rusbridger,11458,327831480,1.0975,0.0334,0.0752,0.0654,0.07,205.211.198.25,328258596,340,1,0,1,0.028409091,inf,37.0,0.0,4207.0,436.0
http://en.wikipedia.org/w/index.php?diff=327484203&oldid=327458320,2009-11-23T15:21:44Z,All Saints Church,Norton Fitzwarren,30823,328397370,1.1002,0.0393,0.1114,0.0404,0.0421,Unitfreak,328397539,0,0,19,0,0.0,0.0,0.0,0.0,8899.0,898.0
http://en.wikipedia.org/w/index.php?diff=328172699&oldid=325541547,2009-11-27T07:38:58Z,,Nehushtan,22792,327725930,1.0884,0.0594,0.1238,0.0817,0.08900000000000001,TheWetGoose,327726601,2,0,0,0,0.0,inf,2.0,0.0,14533.0,1786.0
http://en.wikipedia.org/w/index.php?diff=328078859&oldid=327898440,2009-11-26T18:39:18Z,,Pretzel Logic (song),33913,328359191,1.139,0.0573,0.1194,0.0897,0.0985,Rich Farmbrough,329803663,1,0,47,1,0.015037594,0.000464,28.0,0.0,6371.0,656.0
http://en.wikipedia.org/w/index.php?diff=328762751&oldid=290845673,2009-11-30T08:37:44Z,/* Sources */accessyear {{cite web}} parameter cleanup using [[Project:AWB]],Wrestling at the 1904 Summer Olympics – Mens freestyle featherweight,36173,327798224,1.1277,0.0218,0.0611,0.0811,0.0883,71.68.211.187,327798606,2,0,21,1,0.0,inf,11.0,0.0,71760.0,737.0
