"editid","editor","oldrevisionid","newrevisionid","diffurl","class","annotators","totalannotators","edittime","editcomment","articleid","articletitle"
417168,"David Eppstein",314044641,326881691,"http://en.wikipedia.org/w/index.php?diff=326881691&oldid=314044641","regular",3,3,"2009-11-20T05:59:07Z","official statements by three major writers organizations on the new vanity imprint",3135040,"Harlequin Enterprises"
417169,"90.221.90.64",312614298,326932557,"http://en.wikipedia.org/w/index.php?diff=326932557&oldid=312614298","regular",3,3,"2009-11-20T14:40:30Z","/* External links */",10795114,"The Sir Joseph Banks Conservatory"
417221,"Chanheigeorge",322410193,326859738,"http://en.wikipedia.org/w/index.php?diff=326859738&oldid=322410193","regular",3,3,"2009-11-20T03:03:45Z","/* Sports */",13506987,"Castro (surname)"
417222,"Phxicon",326799836,326801159,"http://en.wikipedia.org/w/index.php?diff=326801159&oldid=326799836","regular",3,3,"2009-11-19T21:11:01Z",,12834968,"Roosevelt Elementary School District"
417223,"72.181.5.35",326014135,326838162,"http://en.wikipedia.org/w/index.php?diff=326838162&oldid=326014135","regular",3,3,"2009-11-20T00:41:55Z","/* Wii */",12951390,"List of Super Robot Wars games"
417225,"LilHelpa",284552417,326846720,"http://en.wikipedia.org/w/index.php?diff=326846720&oldid=284552417","regular",3,3,"2009-11-20T01:35:39Z","[[WP:AWB/T|Typo fixing]] and general fixes using [[Project:AutoWikiBrowser|AWB]]",21964014,"Ludlow River"
417226,"LilHelpa",312592163,326849692,"http://en.wikipedia.org/w/index.php?diff=326849692&oldid=312592163","regular",3,3,"2009-11-20T01:55:54Z","[[WP:AWB/T|Typo fixing]] and general fixes using [[Project:AutoWikiBrowser|AWB]]",133762,"Shamokin Dam, Pennsylvania"
417228,"Cheatsheet",326246503,326813885,"http://en.wikipedia.org/w/index.php?diff=326813885&oldid=326246503","regular",3,3,"2009-11-19T22:20:20Z","Removed reference to CA Historic Landmark",13918659,"Cooks Corner"
417229,"Kransky",326891157,326891274,"http://en.wikipedia.org/w/index.php?diff=326891274&oldid=326891157","regular",3,3,"2009-11-20T07:48:36Z",,48962,"Athens International Airport"
417230,"BilCat",325731967,326777621,"http://en.wikipedia.org/w/index.php?diff=326777621&oldid=325731967","regular",3,3,"2009-11-19T18:59:50Z","Removed non-single designers",585134,"Kawasaki Ki-61"
417272,"153.46.244.84",326893765,326896698,"http://en.wikipedia.org/w/index.php?diff=326896698&oldid=326893765","regular",3,3,"2009-11-20T08:54:48Z","/* Squibs */ Incorrect information",2228434,"Harry Potter universe"
417273,"Vmenkov",326801262,326832179,"http://en.wikipedia.org/w/index.php?diff=326832179&oldid=326801262","regular",3,3,"2009-11-20T00:01:42Z","[[Help:Reverting|Reverted]] edits by [[Special:Contributions/69.120.241.89|69.120.241.89]] ([[User talk:69.120.241.89|talk]]) to last version by 83.84.137.230",91735,"Bilingual education"
417274,"Portillo",326559147,326896031,"http://en.wikipedia.org/w/index.php?diff=326896031&oldid=326559147","regular",3,3,"2009-11-20T08:47:26Z","/* History */",13688228,"Fox Sports FC"
417275,"163.1.231.163",326924110,326924271,"http://en.wikipedia.org/w/index.php?diff=326924271&oldid=326924110","regular",3,3,"2009-11-20T13:32:58Z","/* Voting system */",925527,"Elections in the European Union"
417276,"82.34.173.149",324492451,326784111,"http://en.wikipedia.org/w/index.php?diff=326784111&oldid=324492451","regular",3,3,"2009-11-19T19:36:49Z","/* Future developments */",1255817,"Chessington World of Adventures"
417277,"Atarivideomusic",326700829,326869871,"http://en.wikipedia.org/w/index.php?diff=326869871&oldid=326700829","regular",3,3,"2009-11-20T04:14:39Z","/* Future */",872422,"GM Zeta platform"
417279,"North Shoreman",326558358,326563121,"http://en.wikipedia.org/w/index.php?diff=326563121&oldid=326558358","regular",3,3,"2009-11-18T17:01:17Z","[[WP:UNDO|Undid]] revision 326558358 by [[Special:Contributions/67.239.123.132|67.239.123.132]] ([[User talk:67.239.123.132|talk]])",159114,"Stamp Act 1765"
417280,"Therequiembellishere",326833719,326834045,"http://en.wikipedia.org/w/index.php?diff=326834045&oldid=326833719","regular",3,3,"2009-11-20T00:15:24Z",,523522,"Catherine Ashton"
417331,"TheCharlesOne",326876696,326877331,"http://en.wikipedia.org/w/index.php?diff=326877331&oldid=326876696","regular",3,3,"2009-11-20T05:17:56Z","/* Alternate timelines */  Redemption timeline and links",7194497,"Mohinder Suresh"
417332,"Bzuk",326930004,326930079,"http://en.wikipedia.org/w/index.php?diff=326930079&oldid=326930004","regular",3,3,"2009-11-20T14:21:33Z","/* Additional Resources */ typo",82981,"Charles Lindbergh"
417333,"Hrafn",326851690,326852536,"http://en.wikipedia.org/w/index.php?diff=326852536&oldid=326851690","regular",3,3,"2009-11-20T02:16:09Z","tag",1693278,"Theoretical biology"
417334,"67.232.134.174",326861502,326862120,"http://en.wikipedia.org/w/index.php?diff=326862120&oldid=326861502","regular",3,3,"2009-11-20T03:23:20Z","/* Plutonium route to the bomb */",24214337,"Project-706"
417335,"193.109.19.33",326906521,326906790,"http://en.wikipedia.org/w/index.php?diff=326906790&oldid=326906521","regular",3,3,"2009-11-20T10:41:23Z",,24529563,"Ebony Dickinson"
417336,"71.117.129.228",326926973,326927507,"http://en.wikipedia.org/w/index.php?diff=326927507&oldid=326926973","regular",3,3,"2009-11-20T14:01:10Z","Added Additional References. Moved content from external links",18849825,"Jacobsen v. Katzer"
417338,"207.179.147.195",320961142,326834110,"http://en.wikipedia.org/w/index.php?diff=326834110&oldid=320961142","regular",3,3,"2009-11-20T00:15:47Z",,11671749,"1996 Stanley Cup Finals"
417339,"84.245.25.216",325631305,326859208,"http://en.wikipedia.org/w/index.php?diff=326859208&oldid=325631305","regular",8,9,"2009-11-20T02:59:42Z","/* References */",1588657,"John Sinclair (poet)"
417371,"Publichall",326694365,326848298,"http://en.wikipedia.org/w/index.php?diff=326848298&oldid=326694365","regular",3,3,"2009-11-20T01:46:14Z","/* Recording */",2321041,"Gravity (Our Lady Peace album)"
417372,"VascoAmaral",316318422,326869179,"http://en.wikipedia.org/w/index.php?diff=326869179&oldid=316318422","regular",3,3,"2009-11-20T04:09:09Z","Improved ALL season links which appear in storyline and HONOURS.",5410369,"Ferran Corominas"
417374,"69.3.246.130",326804952,326806791,"http://en.wikipedia.org/w/index.php?diff=326806791&oldid=326804952","regular",3,3,"2009-11-19T21:43:47Z","/* Company Information */",232964,"Goya Foods"
417375,"YUL89YYZ",325559783,326924701,"http://en.wikipedia.org/w/index.php?diff=326924701&oldid=325559783","regular",3,3,"2009-11-20T13:36:46Z","Disambiguate [[QC]] to [[Queens Counsel]] using [[:en:Wikipedia:Tools/Navigation_popups|popups]]",11727279,"Underbelly (TV series)"
417376,"Tabletop",311816971,326861227,"http://en.wikipedia.org/w/index.php?diff=326861227&oldid=311816971","regular",3,3,"2009-11-20T03:16:27Z","Spell pheonix => phoenix",980481,"Don Pendleton"
417378,"The alliance",323451461,326918701,"http://en.wikipedia.org/w/index.php?diff=326918701&oldid=323451461","regular",3,3,"2009-11-20T12:39:23Z",,303649,"Nantou County"
417379,"Chameleon222",326903324,326903508,"http://en.wikipedia.org/w/index.php?diff=326903508&oldid=326903324","regular",3,3,"2009-11-20T10:08:44Z","Updated DDS-CAD Viewer entry",18913138,"Comparison of CAD, CAM and CAE file viewers"
417380,"119.152.92.155",326893971,326894176,"http://en.wikipedia.org/w/index.php?diff=326894176&oldid=326893971","regular",8,9,"2009-11-20T08:24:40Z",,25133577,"Chaudhry Niaz Ali Khan"
417471,"112.201.136.8",326688701,326835060,"http://en.wikipedia.org/w/index.php?diff=326835060&oldid=326688701","regular",3,3,"2009-11-20T00:22:14Z","/* Reinforcements */",22808937,"Smart Gilas"
417472,"Magul",290862205,326882235,"http://en.wikipedia.org/w/index.php?diff=326882235&oldid=290862205","regular",8,9,"2009-11-20T06:05:17Z",,2849102,"Fejér County (former)"
417473,"Strafidlo",318356494,326927598,"http://en.wikipedia.org/w/index.php?diff=326927598&oldid=318356494","regular",3,3,"2009-11-20T14:01:53Z",,2612442,"WTAT-TV"
417474,"VI",326822263,326823347,"http://en.wikipedia.org/w/index.php?diff=326823347&oldid=326822263","regular",3,3,"2009-11-19T23:11:29Z","/* Characters */ Refs go after full stops",24914720,"Misfits (TV series)"
417475,"OOODDD",326533885,326827115,"http://en.wikipedia.org/w/index.php?diff=326827115&oldid=326533885","regular",3,3,"2009-11-19T23:32:54Z",,5126324,"Graffiti terminology"
417476,"Erik a schjerven",326881304,326881431,"http://en.wikipedia.org/w/index.php?diff=326881431&oldid=326881304","regular",3,3,"2009-11-20T05:56:03Z",,25141990,"Erik A. Schjerven"
417477,"JaGa",311455485,326895499,"http://en.wikipedia.org/w/index.php?diff=326895499&oldid=311455485","regular",3,3,"2009-11-20T08:41:00Z","Disambiguate [[Hanson]] to [[Hanson (band)]] using [[:en:Wikipedia:Tools/Navigation_popups|popups]]",13269266,"Pilot (Gossip Girl)"
417479,"128.101.220.58",326766746,326778540,"http://en.wikipedia.org/w/index.php?diff=326778540&oldid=326766746","regular",3,3,"2009-11-19T19:05:20Z","Error",25132738,"Microsoft Live Labs Pivot"
417521,"195.225.189.64",326931791,326931933,"http://en.wikipedia.org/w/index.php?diff=326931933&oldid=326931791","vandalism",9,9,"2009-11-20T14:35:42Z",,3183135,"Electronic Communications Act 2000"
417522,"Johnpacklambert",307681004,326889395,"http://en.wikipedia.org/w/index.php?diff=326889395&oldid=307681004","regular",3,3,"2009-11-20T07:24:36Z","+cat",11047384,"Southside High School (North Carolina)"
417523,"Buddy23Lee",325328214,326888692,"http://en.wikipedia.org/w/index.php?diff=326888692&oldid=325328214","regular",3,3,"2009-11-20T07:16:59Z","Added categories",24957005,"Evolution of the Hippocampus"
417524,"Geregen2",320442297,326923333,"http://en.wikipedia.org/w/index.php?diff=326923333&oldid=320442297","regular",3,3,"2009-11-20T13:24:52Z",,21011833,"Abdoulaye Soumaré"
417525,"67.194.71.99",326628973,326801269,"http://en.wikipedia.org/w/index.php?diff=326801269&oldid=326628973","regular",3,3,"2009-11-19T21:11:33Z","/* An Omayyad Landmark for Arab Islamic Culture & Unity */",2446075,"Umayyad Mosque"
417526,"Bd64kcmo",326861017,326861668,"http://en.wikipedia.org/w/index.php?diff=326861668&oldid=326861017","regular",3,3,"2009-11-20T03:19:39Z","/* Today */",2321381,"Houston Ballet"
417528,"PalaceGuard008",322618417,326861808,"http://en.wikipedia.org/w/index.php?diff=326861808&oldid=322618417","regular",3,3,"2009-11-20T03:20:51Z","correct cap and parsing",20075740,"Economic Cooperation Framework Agreement"
417529,"Monegasque",302743525,326807633,"http://en.wikipedia.org/w/index.php?diff=326807633&oldid=302743525","regular",3,3,"2009-11-19T21:48:15Z","Category.",1844318,"Cindy Fabre"
417581,"Cuchullain",322883775,326783627,"http://en.wikipedia.org/w/index.php?diff=326783627&oldid=322883775","regular",3,3,"2009-11-19T19:34:25Z","/* Critical response */",24471711,"Thalaba the Destroyer"
417582,"71.99.96.174",326846378,326913805,"http://en.wikipedia.org/w/index.php?diff=326913805&oldid=326846378","regular",7,9,"2009-11-20T11:48:14Z","/* History of Presidents of the European Union */",13520015,"List of presidents of European Union institutions"
417583,"Plasticspork",324911711,326862779,"http://en.wikipedia.org/w/index.php?diff=326862779&oldid=324911711","regular",3,3,"2009-11-20T03:27:37Z","Clean infobox + general fixes using [[Project:AutoWikiBrowser|AWB]]",5962078,"Gorgoglione"
417584,"121.246.221.227",324629517,326866960,"http://en.wikipedia.org/w/index.php?diff=326866960&oldid=324629517","vandalism",10,15,"2009-11-20T03:53:48Z","/* External links */",29319170,"Shalwar kameez"
417585,"Updatehelper",304402985,326794810,"http://en.wikipedia.org/w/index.php?diff=326794810&oldid=304402985","regular",3,3,"2009-11-19T20:35:20Z","/* External links */Original geocities.com/...  weblink is gone but has been mirrored & archived in october 2009. For any issue contact oocities AT googlemail DO using [[Project:AutoWikiBrowser|AWB]]",5249917,"Belarusian heraldry"
417586,"Nehrams2020",326324648,326839128,"http://en.wikipedia.org/w/index.php?diff=326839128&oldid=326324648","regular",3,3,"2009-11-20T00:46:38Z","cleanup throughout",17417457,"4bia"
417587,"NE2",314792205,326808175,"http://en.wikipedia.org/w/index.php?diff=326808175&oldid=314792205","regular",3,3,"2009-11-19T21:51:08Z","Disambiguated or otherwise fixed, Replaced: Great Northern Railroad → Great Northern Railway,, removed Stub tag using [[Project:AutoWikiBrowser|AWB]]",23721399,"Roth, North Dakota"
417589,"Airlai",326853396,326853755,"http://en.wikipedia.org/w/index.php?diff=326853755&oldid=326853396","regular",3,3,"2009-11-20T02:24:11Z","/* References in sports */",3186540,"Bill Laimbeers Combat Basketball"
417661,"Updatehelper",326292373,326794822,"http://en.wikipedia.org/w/index.php?diff=326794822&oldid=326292373","regular",7,9,"2009-11-19T20:35:28Z","/* External links */Original geocities.com/...  weblink is gone but has been mirrored & archived in october 2009. For any issue contact oocities AT googlemail DO using [[Project:AutoWikiBrowser|AWB]]",430776,"Black Ruthenia"
417662,"134.71.15.92",326876581,326876621,"http://en.wikipedia.org/w/index.php?diff=326876621&oldid=326876581","regular",3,3,"2009-11-20T05:11:26Z","/* Name */",433230,"California Polytechnic State University"
417663,"Mcdonaldn",326802623,326802860,"http://en.wikipedia.org/w/index.php?diff=326802860&oldid=326802623","regular",3,3,"2009-11-19T21:21:01Z",,25135212,"The HON Company"
417664,"Student7",326850043,326850419,"http://en.wikipedia.org/w/index.php?diff=326850419&oldid=326850043","regular",7,9,"2009-11-20T02:00:25Z","/* The Goal */ this quote sounds off",10940192,"Best Buddies International"
417665,"125.164.181.107",326833131,326842463,"http://en.wikipedia.org/w/index.php?diff=326842463&oldid=326833131","regular",15,20,"2009-11-20T01:08:51Z","/* Bovids */",248752,"List of fictional animals (other)"
417668,"Remember",326927020,326927184,"http://en.wikipedia.org/w/index.php?diff=326927184&oldid=326927020","regular",3,3,"2009-11-20T13:58:40Z","Make mens paragraph separate- you can change this back if you want",24521118,"List of Oklahoma Sooners head basketball coaches"
417669,"Cuaxdon",326902133,326902292,"http://en.wikipedia.org/w/index.php?diff=326902292&oldid=326902133","regular",3,3,"2009-11-20T09:56:38Z","modify",10547202,"Pseudostellaria heterophylla"
417670,"AngelOfSadness",326822659,326822823,"http://en.wikipedia.org/w/index.php?diff=326822823&oldid=326822659","regular",3,3,"2009-11-19T23:08:16Z","[[Help:Reverting|Reverted]] edits by [[Special:Contributions/189.171.154.213|189.171.154.213]] ([[User talk:189.171.154.213|talk]]) to last version by Grim23",145401,"Mexican Revolution"
417721,"69.139.164.186",326105779,326813954,"http://en.wikipedia.org/w/index.php?diff=326813954&oldid=326105779","vandalism",9,9,"2009-11-19T22:20:42Z",,154239,"Titian"
417722,"90.197.35.208",325459041,326864930,"http://en.wikipedia.org/w/index.php?diff=326864930&oldid=325459041","regular",3,3,"2009-11-20T03:40:27Z","/* References */",12423354,"Ivan Gudelj"
417723,"Huaiwei",326829990,326903277,"http://en.wikipedia.org/w/index.php?diff=326903277&oldid=326829990","regular",3,3,"2009-11-20T10:06:28Z","clean up using [[Project:AutoWikiBrowser|AWB]]",18317315,"Kal Kissne Dekha"
417724,"69.238.89.43",326930271,326930388,"http://en.wikipedia.org/w/index.php?diff=326930388&oldid=326930271","regular",3,3,"2009-11-20T14:24:06Z","/* Diamond Pet Food Recall */",11904994,"Diamond Pet Foods"
417726,"69.255.186.88",326563855,326564099,"http://en.wikipedia.org/w/index.php?diff=326564099&oldid=326563855","regular",3,3,"2009-11-18T17:06:57Z",,25013400,"Predicted outcome value theory"
417727,"81.101.249.144",318020482,326929386,"http://en.wikipedia.org/w/index.php?diff=326929386&oldid=318020482","regular",3,3,"2009-11-20T14:16:09Z",,936294,"Jesse Birdsall"
417728,"200.107.237.59",326865902,326866099,"http://en.wikipedia.org/w/index.php?diff=326866099&oldid=326865902","vandalism",9,9,"2009-11-20T03:47:43Z","dfgd",339892,"Puerto Cortés"
417729,"Vksun",326867876,326868180,"http://en.wikipedia.org/w/index.php?diff=326868180&oldid=326867876","regular",3,3,"2009-11-20T04:01:15Z","/* U to Z */",670308,"List of teetotalers"
417771,"74.51.146.232",326702162,326832952,"http://en.wikipedia.org/w/index.php?diff=326832952&oldid=326702162","regular",3,3,"2009-11-20T00:07:11Z","/* Announced titles */",13663434,"List of WiiWare games"
417772,"Ironboy11",326892474,326892616,"http://en.wikipedia.org/w/index.php?diff=326892616&oldid=326892474","regular",8,9,"2009-11-20T08:05:16Z","/* Uranium route to the bomb */",24214337,"Project-706"
417773,"68.7.130.230",92551451,326849374,"http://en.wikipedia.org/w/index.php?diff=326849374&oldid=92551451","regular",3,3,"2009-11-20T01:53:44Z","[[WP:AES|←]]Redirected page to [[Marcus]]",8304159,"Pascall"
417774,"Rich Farmbrough",325149456,326786142,"http://en.wikipedia.org/w/index.php?diff=326786142&oldid=325149456","regular",3,3,"2009-11-19T19:47:59Z","Delink dates ([[WP:MOSUNLINKDATES]]) using [[Project:AutoWikiBrowser|AWB]]",108636,"Hayden, Colorado"
417776,"Grebbegoos",326858657,326858890,"http://en.wikipedia.org/w/index.php?diff=326858890&oldid=326858657","regular",3,3,"2009-11-20T02:57:31Z",,2810642,"Ockenburg"
417778,"Parrot of Doom",326742160,326742469,"http://en.wikipedia.org/w/index.php?diff=326742469&oldid=326742160","regular",7,9,"2009-11-19T15:20:26Z","ralegh > raleigh - sources use ralegh, which was his preferred spelling",13159,"Gunpowder Plot"
417779,"VMS Mosaic",326868569,326880670,"http://en.wikipedia.org/w/index.php?diff=326880670&oldid=326868569","regular",3,3,"2009-11-20T05:47:39Z","[[Help:Reverting|Reverted]] edits by [[Special:Contributions/68.35.57.93|68.35.57.93]] ([[User talk:68.35.57.93|talk]]) to last version by Shadowjams",19651298,"Soup"
