editid,oldrevisionid,character_diversity,digit_ratio,non_alpha_numeric_ratio,upper_to_all,upper_to_lower,editor,newrevisionid,size_increment,class,comment_len,Anonymous,vulgar_word_ratio,longest_Word,bad_words,character_distribution
46363,890028513,1.1328,0.0365,0.0685,0.0827,0.0901,Certes,890361954,17,0,48,0,0.0,116.0,0.0,
47407,891875874,1.1312,0.0493,0.09699999999999999,0.0892,0.0979,Wcquidditch,891880773,5,0,39,0,0.0,20.0,0.0,
65804,891875874,1.1312,0.0493,0.09699999999999999,0.0892,0.0979,Wcquidditch,891880773,5,0,39,0,0.0,20.0,0.0,
47472,913878794,1.127,0.0441,0.0907,0.0799,0.0869,Stuart.clayton.22,923240846,4,0,52,1,0.0,84.0,0.0,
47644,929372085,1.1414,0.0636,0.12300000000000001,0.0719,0.0774,Helper201,935295158,0,0,23,0,0.0,12.0,0.0,
49422,929850714,1.1333,0.0675,0.1372,0.1146,0.1294,Rickyharder,932060203,14,0,0,0,0.0,11.0,0.0,
49026,934759687,1.093,0.0558,0.0847,0.1216,0.1384,2A01:E34:EC21:AC00:B8D0:A700:A25E:6401,935933526,23,1,50,1,0.008620689655172414,142.0,0.0,
52003,935427323,1.1295,0.0632,0.1107,0.0995,0.1105,Mac Dreamstate,937535507,4,0,32,1,0.0,42.0,0.0,
46850,943016580,1.1339,0.0423,0.0906,0.0787,0.0854,2A02:C7F:200B:D200:3D62:ABB4:BC:755C,943016937,1,0,19,1,0.0,26.0,0.0,
50174,943543328,1.1461,0.0635,0.1239,0.0768,0.0832,Shinyrons,943570591,32,0,0,0,0.0,23.0,0.0,
46482,944834960,1.1435,0.0881,0.145,0.08199999999999999,0.0893,2001:8003:5885:400:340B:736E:D2DA:C057,947547244,137,0,0,1,0.0,114.0,0.0,
49343,945153141,1.1387,0.0544,0.0987,0.0489,0.0514,Mindmatrix,945197502,1,1,56,0,0.0022123893805309734,198.0,0.0,
46909,945393618,1.1365,0.0827,0.1748,0.1307,0.1503,SuperMarioMan,946663066,47,0,207,0,0.0,0.0,0.0,
50574,945986949,1.1377,0.0417,0.0839,0.0767,0.0831,Isaidnoway,945991869,32,0,16,0,0.0,0.0,0.0,
46971,947920229,1.145,0.0723,0.1609,0.0574,0.0608,104.243.164.238,947920524,12,0,0,1,0.0,12.0,0.0,
47324,948020148,1.0811,0.0679,0.0997,0.0641,0.0685,Materialscientist,948020230,28,0,170,0,0.0,17.0,0.0,
47504,948392603,1.1355,0.0735,0.1334,0.0827,0.0902,80.2.41.45,948414014,7,0,27,1,0.0,19.0,0.0,
52008,410750124,1.1251,0.0271,0.0571,0.048,0.0504,Gobonobo,428266614,218,0,21,0,0.0,34.0,0.0,
47940,608809429,1.1411,0.0523,0.1318,0.1221,0.1389,GoingBatty,610130173,4,0,25,0,0.0,12.0,0.0,
46596,676332997,1.1583,0.1429,0.1714,0.3333,0.4762,Graham87,676333057,0,0,124,0,0.0,0.0,0.0,
51996,777316133,1.1294,0.1105,0.1407,0.1128,0.1271,2A02:C7D:59EF:AA00:24D7:2405:44D6:F323,777316207,0,0,0,1,0.0,10.0,0.0,
50728,853144960,1.1254,0.0371,0.0497,0.0733,0.079,AspeningAWB,898913773,29,0,33,0,0.0,15.0,0.0,
47529,878774808,1.1366,0.0442,0.0727,0.0666,0.0713,Hugo999,916915753,7,0,112,0,0.0,16.0,0.0,
46612,891586768,1.1336,0.0298,0.0593,0.0466,0.0489,RoySmith,908048874,4,0,120,0,0.0,133.0,0.0,
47432,919837666,1.1340000000000001,0.0605,0.1099,0.0804,0.0874,InternetArchiveBot,929017441,0,1,55,0,0.034883720930232565,217.0,0.0,
49385,924121302,1.1265,0.0451,0.09300000000000001,0.10099999999999999,0.1123,Ibinjohn,949004436,1,0,0,0,0.0,12.0,0.0,
47333,935567593,1.1373,0.0311,0.055,0.0605,0.0644,Daveragby,936839286,91,0,11,0,0.0,0.0,0.0,
50779,937656887,1.1493,0.0871,0.1574,0.0562,0.0595,MB,938005639,0,0,84,0,0.0,9.0,0.0,
48006,941645926,1.1283,0.0746,0.1534,0.1271,0.1455,Georgia Bird,945479190,102,1,75,1,0.07142857142857142,10.0,0.0,
50084,945251938,1.1440000000000001,0.0395,0.0721,0.0704,0.0757,DannyS712,948053402,0,0,43,0,0.0,239.0,0.0,
51880,945351523,1.135,0.0258,0.0773,0.0973,0.1078,Toughpigs,947215947,162,1,13,0,0.045454545454545456,80.0,0.0,
46453,946030535,1.1337,0.0339,0.0554,0.0586,0.0623,Grooflisha,949423268,519,0,0,0,0.0,121.0,0.0,
46344,946413424,1.1202,0.0501,0.0915,0.0353,0.0366,Imdabes7,946413724,3,0,27,0,0.0,68.0,0.0,
46991,947248727,1.095,0.002,0.0393,0.1572,0.1865,2A00:23C5:E081:F501:1CF1:3499:41C7:6A3B,948358605,0,0,7,1,0.0,9.0,0.0,
48318,947585722,1.1520000000000001,0.0611,0.0868,0.1136,0.1282,Shon-Shon3,947585915,18,0,26,1,0.0,14.0,0.0,
47286,949132631,1.0351,0.0484,0.0854,0.0661,0.0707,Filedelinkerbot,949263879,208,0,241,0,0.0,0.0,0.0,
51783,949332969,1.1231,0.0688,0.09300000000000001,0.0937,0.1033,LoreMaster22,949333007,53,0,12,0,0.0,0.0,0.0,
51007,171733822,1.1664,0.0236,0.0436,0.0303,0.0312,Neutrality,327148941,11,0,0,0,0.0,20.0,0.0,
51764,748307533,1.1268,0.0746,0.1285,0.0791,0.0859,BU RoBOT,762540710,0,0,114,1,0.0,10.0,0.0,
51993,787252115,1.1314,0.1123,0.1421,0.1109,0.1247,InternetArchiveBot,942578590,170,0,55,0,0.0,121.0,0.0,
47911,864300878,1.1245,0.0421,0.0602,0.0813,0.0884,202.190.145.254,865466957,12,0,17,1,0.0,5.0,0.0,
48960,880643544,1.1196,0.0686,0.1147,0.0747,0.0807,Tom.Reding,917048182,0,0,122,1,0.0,9.0,0.0,
50704,885819516,1.1309,0.0411,0.0776,0.0878,0.0962,IntoThinAir,885819763,37,0,37,0,0.0,19.0,0.0,
46708,887843910,1.1312,0.0623,0.0938,0.0652,0.0696,Iridescent,946059524,0,1,92,0,0.009615384615384616,89.0,0.0,
52038,903859760,1.1347,0.0741,0.1322,0.1034,0.1153,Monkbot,917166636,4,0,169,0,0.0,142.0,0.0,
48522,921983170,1.1425,0.0462,0.1059,0.068,0.0729,JJMC89 bot III,940222974,1,0,123,1,0.0,18.0,0.0,
46289,928193277,1.1486,0.14400000000000002,0.195,0.1436,0.1676,Fenix down,928193310,36,0,87,1,0.0,12.0,0.0,
49089,928271534,1.1355,0.06,0.07200000000000001,0.0843,0.092,Tassedethe,937568174,27,0,94,0,0.0,12.0,0.0,
51136,928628767,1.1396,0.0793,0.1034,0.1213,0.138,Demrep,934860672,17,0,21,0,0.0,11.0,0.0,
49701,928908346,1.1066,0.0496,0.0666,0.0816,0.0889,Narky Blert,930714284,26,1,25,1,0.014285714285714284,20.0,0.0,
50241,930028313,1.1248,0.0594,0.1137,0.1262,0.1443,Johnj1995,930527551,26,0,0,0,0.0,114.0,0.0,
46569,931574829,1.1269,0.0687,0.1044,0.0587,0.0623,JCW-CleanerBot,939317829,1,0,152,1,0.0,265.0,0.0,
49990,932910851,1.1135,0.0595,0.1041,0.0517,0.0545,InternetArchiveBot,938394121,212,0,87,0,0.0,190.0,0.0,
48711,936431969,1.1416,0.0377,0.0623,0.0766,0.083,InternetArchiveBot,946726167,212,0,55,0,0.0,103.0,0.0,
46266,938196166,1.1388,0.0323,0.0718,0.0602,0.064,Tjstraley,947572111,8,1,51,0,0.02325581395348837,30.0,0.0,
46834,939850251,1.1325,0.0123,0.0282,0.1161,0.1314,CrypticalFiery,940290128,4,0,0,0,0.0,13.0,0.0,
48188,941302547,1.1134,0.0413,0.0838,0.0606,0.0645,95.54.103.156,944907776,0,0,17,1,0.0,81.0,0.0,
47995,942565329,1.1017,0.0624,0.107,0.0647,0.0692,Staffordshire Terrier,942565433,4,0,0,1,0.0,76.0,0.0,
49748,945682634,1.1486,0.0592,0.0912,0.0703,0.0756,Sabbatino,946993198,4,0,8,0,0.0,89.0,0.0,
46095,947652415,1.1291,0.0758,0.1307,0.0743,0.0802,Carguychris,947668104,1,0,66,0,0.0,74.0,0.0,
47776,948368327,1.1343,0.0585,0.1243,0.0819,0.0892,80.41.230.115,948543865,68,0,17,1,0.0,96.0,0.0,
47503,948414014,1.1355,0.0732,0.1331,0.0827,0.0902,Jusdafax,948415432,7,0,188,0,0.0,19.0,0.0,
50244,949060892,1.0696,0.0522,0.096,0.0511,0.0539,GPinkerton,949343073,1399,0,9,0,0.0,185.0,0.0,
48022,302816981,1.2791,0.0625,0.125,0.8,3.0,Promking,316919724,13,0,130,0,0.0,10.0,0.0,
52141,716223307,1.1336,0.0226,0.0488,0.1327,0.153,Pauli133,840205138,17,0,7,0,0.0,39.0,0.0,
46357,762744230,1.1318,0.0403,0.0872,0.0831,0.0906,Yeepsi,774570396,108,0,0,0,0.0,105.0,0.0,
46584,879877964,1.0897,0.0382,0.0672,0.0733,0.079,Ira Leviton,888585130,250,0,53,1,0.0,12.0,0.0,
49717,883575666,1.1283,0.0574,0.0913,0.078,0.0845,Monkbot,917381149,1,0,169,0,0.0,113.0,0.0,
51773,888001728,1.1348,0.0367,0.0872,0.1018,0.1133,Dl2000,918283094,37,0,5,0,0.0,20.0,0.0,
50194,893004128,1.1292,0.076,0.1,0.0906,0.0996,Kierzek,893054613,22,0,192,0,0.0,13.0,0.0,
48720,912045054,1.0854,0.0647,0.1134,0.0759,0.0822,Monkbot,916470169,1,0,161,0,0.0,172.0,0.0,
46053,916765265,1.1257,0.0554,0.1122,0.0895,0.0982,2402:3A80:671:FB8C:31DB:2365:8F3:8852,926980358,15,0,59,1,0.0,13.0,0.0,
47483,916965355,1.15,0.0511,0.0787,0.0748,0.0808,InternetArchiveBot,938412286,1,0,55,0,0.0,6.0,0.0,
46959,930601570,1.1274,0.0476,0.1162,0.0645,0.069,Spirit1431007,938483276,1,0,16,0,0.0,7.0,0.0,
51169,933278500,1.1286,0.0702,0.1112,0.1319,0.152,KingSkyLord,946837070,15,0,0,0,0.0,60.0,0.0,
47516,938761818,1.1520000000000001,0.0763,0.1514,0.0789,0.0857,Coolcaesar,941222748,14,1,31,0,0.08333333333333333,36.0,0.0,
46048,941367740,1.1287,0.0858,0.1315,0.0659,0.0706,Billybob195,947443315,10,0,15,0,0.0,9.0,0.0,
47648,941906013,1.1228,0.0607,0.1219,0.0838,0.0915,ANode,948179760,16,0,52,0,0.0,8.0,0.0,
48930,946891247,1.1375,0.0361,0.0719,0.0727,0.0784,2A02:C7D:72B7:9600:F123:7725:B59D:E8C8,947677318,16,0,17,1,0.0,16.0,0.0,
51511,946962035,1.1271,0.0442,0.0858,0.067,0.0718,Elangots,947415833,2,0,62,0,0.0,13.0,0.0,
48655,947576846,1.1431,0.0352,0.0651,0.059000000000000004,0.0627,27.57.171.141,947576926,0,1,10,1,0.014084507042253518,13.0,0.0,
48585,948458724,1.1393,0.0521,0.1079,0.0675,0.0723,Chris PTR,949430521,197,1,23,1,0.03571428571428571,26.0,0.0,
47913,949178962,1.143,0.0392,0.0793,0.0632,0.0675,141.157.192.244,949179151,0,1,36,1,0.02298850574712644,14.0,0.0,
48915,327264361,1.1961,0.0455,0.0909,0.5238,1.0,Xqbot,336793493,14,0,64,0,0.0,13.0,0.0,
48269,327946465,1.1412,0.0363,0.0591,0.0705,0.0757,Johnny Arrombador 01,327946903,56,0,0,1,0.0,21.0,0.0,
48324,544435175,1.1189,0.0194,0.0547,0.0816,0.0888,JJMC89 bot,813851329,8,0,145,1,0.0,11.0,0.0,
47553,592245180,1.1365,0.08199999999999999,0.0984,0.25,0.3256,Xqbot,599041884,6,0,79,0,0.0,11.0,0.0,
47133,698748742,1.1278,0.0547,0.0701,0.1605,0.1911,KasparBot,713211936,61,0,230,0,0.0,0.0,0.0,
48389,795681131,1.1375,0.0464,0.0996,0.1054,0.1178,WOSlinker,799784514,13,0,19,0,0.0,8.0,0.0,
49736,868027779,1.1656,0.0062,0.1375,0.0513,0.054000000000000006,Plantdrew,917479340,11,0,15,0,0.0,0.0,0.0,
49599,872844109,1.1241,0.0594,0.0874,0.1067,0.1194,191.126.153.13,874180485,34,1,0,1,0.1111111111111111,14.0,0.0,
50479,885585701,1.1336,0.0604,0.1606,0.1292,0.1484,Mistico,885585807,28,0,0,0,0.0,12.0,0.0,
51990,887694234,1.1383,0.0475,0.083,0.0425,0.0444,LouAgDao,895395723,1,0,27,0,0.0,10.0,0.0,
46610,916644719,1.1336,0.0298,0.0596,0.0466,0.0489,Polinizador,925085008,93,0,9,0,0.0,33.0,0.0,
51290,920295842,1.1459,0.0437,0.0809,0.0665,0.0713,132.170.9.230,926016578,0,0,13,1,0.0,0.0,0.0,
51600,925186738,1.1304,0.0927,0.1395,0.1113,0.1253,197.37.5.81,925186772,2,0,19,1,0.0,11.0,0.0,
51745,927292312,1.1356,0.0473,0.0891,0.1125,0.1268,Abductive,928449479,6,0,0,0,0.0,50.0,0.0,
48157,931917512,1.1219,0.0993,0.1519,0.0483,0.0507,Arthur Rubin,931922130,1,0,134,1,0.0,43.0,0.0,
47656,932692121,1.1440000000000001,0.0529,0.0867,0.0419,0.0438,Headbomb,938079819,29,0,137,0,0.0,19.0,0.0,
52042,934745131,1.1404,0.0839,0.1133,0.0707,0.0761,John of Reading,936073900,1,0,70,1,0.0,12.0,0.0,
46413,935701075,1.1329,0.0456,0.0829,0.0789,0.0857,AndyCBaer,935701127,5,0,0,0,0.0,11.0,0.0,
47976,937761252,1.1377,0.0643,0.0849,0.0706,0.0759,159.178.172.242,937763143,111,0,22,1,0.0,154.0,0.0,
50644,938469680,1.1386,0.0788,0.1259,0.0607,0.0646,2409:4060:404:512E:0:0:168F:68B0,947943738,1,0,18,1,0.0,14.0,0.0,
51207,939860771,1.1424,0.1008,0.2035,0.0626,0.0668,Whoisjohngalt,943600431,1,0,37,0,0.0,11.0,0.0,
51082,942963723,1.1419,0.0354,0.0829,0.0772,0.0837,2601:40C:8380:1720:6450:4A2C:FD09:6511,943651216,9,1,0,1,0.25,26.0,0.0,
49673,944628218,1.1023,0.0568,0.1307,0.0519,0.0547,Ifnord,944628292,27,0,219,0,0.0,7.0,0.0,
49245,947130006,1.1540000000000001,0.0963,0.1799,0.1412,0.1644,45.72.189.204,947379792,5,0,34,1,0.0,119.0,0.0,
50641,948733145,1.1386,0.0788,0.1259,0.0607,0.0646,BHGbot,948867487,5,0,96,0,0.0,15.0,0.0,
49322,948833841,1.1476,0.0256,0.0491,0.0368,0.0382,108.14.83.69,948903872,216,0,51,1,0.0,13.0,0.0,
49918,949400906,1.1388,0.0657,0.128,0.0866,0.0949,Subwaymuncher,949402299,1,0,25,0,0.0,8.0,0.0,
47575,410618873,1.1708,0.0222,0.0444,0.2727,0.3636,Paine Ellsworth,750983332,7,0,50,1,0.0,17.0,0.0,
51548,495002437,1.1641,0.0189,0.0377,0.3077,0.4324,Invadibot,658753757,9,0,65,0,0.0,16.0,0.0,
45976,672747071,1.1927,0.0476,0.0952,0.5,0.9091,Plantdrew,672779349,0,0,4,0,0.0,0.0,0.0,
49398,757561466,1.1232,0.0489,0.0618,0.0915,0.1007,46.224.196.31,844114210,54,0,0,1,0.0,27.0,0.0,
50798,916028589,1.1185,0.0785,0.1783,0.0803,0.0873,DemonDays64 Bot,941696072,1,0,100,1,0.0,259.0,0.0,
49220,916229849,1.1323,0.071,0.1209,0.07200000000000001,0.0776,Freddiepaulson,916229913,1,1,24,0,0.008620689655172414,104.0,0.0,
48482,917069594,1.1294,0.0518,0.11699999999999999,0.08,0.087,Frood,917070054,13,1,207,0,0.02197802197802198,120.0,0.0,
47742,923751982,1.1251,0.125,0.1884,0.0941,0.1038,Rfassbind,941479189,1,0,31,0,0.0,84.0,0.0,
49423,924522093,1.1331,0.0677,0.1377,0.1147,0.1296,24.158.86.85,929850714,7,0,11,1,0.0,12.0,0.0,
46652,931528789,1.12,0.0258,0.0386,0.0934,0.10300000000000001,Lepricavark,946542462,44,0,32,0,0.0,21.0,0.0,
50780,937170309,1.1493,0.0871,0.1574,0.0562,0.0595,Neils51,937656887,1,0,28,0,0.0,228.0,0.0,
51044,939464875,1.1437,0.0247,0.0401,0.0729,0.0786,67.81.48.110,939804798,7,0,0,1,0.0,17.0,0.0,
47623,940836331,1.1415,0.0309,0.0694,0.0626,0.0667,Alec Borden,945518131,214,0,0,1,0.0,167.0,0.0,
49509,941683952,1.0637,0.0933,0.166,0.0669,0.0717,Captainllama,941702675,11,0,144,0,0.0,15.0,0.0,
50251,944894995,1.1311,0.0323,0.0547,0.0666,0.0714,Emiya1980,944897959,8,1,0,0,0.018867924528301886,63.0,0.0,
48850,945580467,1.1684,0.0048,0.0349,0.0551,0.0583,Honest Yusuf Cricket,945580713,10,0,19,1,0.0,16.0,0.0,
49855,946232895,1.1468,0.0306,0.0537,0.035,0.0362,Wtshymanski,947896165,42,0,32,0,0.0,11.0,0.0,
50249,947801359,1.1327,0.0323,0.0545,0.0656,0.0702,Emiya1980,949135053,14,1,0,0,0.009433962264150943,63.0,0.0,
46787,948262277,1.1437,0.0606,0.0997,0.0703,0.0756,2600:1009:B150:FAED:0:47:5A80:F601,948262637,13,0,19,1,0.0,26.0,0.0,
51698,448433789,1.1363,0.01,0.0279,0.0644,0.0688,-5-,455830065,4,1,16,1,0.013513513513513514,21.0,0.0,
49430,770535802,1.115,0.0363,0.0809,0.0825,0.0898,Renekm,789813686,23,1,0,0,0.019230769230769232,84.0,0.0,
50418,791319101,1.1418,0.0187,0.0344,0.0657,0.0703,Rathfelder,826392149,1,0,120,0,0.0,16.0,0.0,
46137,886310687,1.147,0.0467,0.0935,0.2449,0.32,Christian75,889832142,47,0,19,0,0.0,10.0,0.0,
51140,886310687,1.147,0.0467,0.0935,0.2449,0.32,Christian75,889832142,47,0,19,0,0.0,10.0,0.0,
47108,905219652,1.1238,0.0557,0.0815,0.0902,0.0991,Red Director,912172621,48,0,151,1,0.0,22.0,0.0,
47223,917062847,1.1304,0.0801,0.1291,0.0726,0.0783,Hwy43,938776973,51,0,17,0,0.0,14.0,0.0,
51201,922057043,1.138,0.0655,0.0939,0.0906,0.0996,Chris the speller,922057580,2,1,193,1,0.008620689655172414,55.0,0.0,
47471,923240846,1.127,0.0441,0.0907,0.08,0.0869,Jevansen,933095966,19,0,138,0,0.0,18.0,0.0,
50649,924434319,1.1357,0.1118,0.172,0.0819,0.0892,67.69.44.58,942580957,0,0,16,1,0.0,0.0,0.0,
49614,927439875,1.1369,0.0914,0.1439,0.0765,0.0828,DynamoDegsy,930626818,0,0,0,0,0.0,22.0,0.0,
46027,932800400,1.1326,0.0352,0.0537,0.0612,0.0651,Ser Amantio di Nicolao,936742560,6,0,21,1,0.0,17.0,0.0,
46286,933548770,1.1486,0.1442,0.1952,0.1434,0.1674,Dormskirk,947354650,10,0,4,0,0.0,11.0,0.0,
46803,935838034,1.1343,0.0581,0.1161,0.0738,0.0796,TAnthony,939362401,1,0,49,0,0.0,21.0,0.0,
50535,936287648,1.1466,0.0612,0.1014,0.0897,0.0985,43.224.164.237,937343530,17,0,20,1,0.0,10.0,0.0,
48502,936436299,1.1429,0.0701,0.1332,0.0549,0.0581,2001:BB6:29B0:FF58:6890:179E:E72E:1AD3,936746454,7,0,18,1,0.0,153.0,0.0,
49663,939779330,1.1476,0.0499,0.0865,0.0673,0.0721,InternetArchiveBot,944498574,63,0,117,0,0.0,70.0,0.0,
50184,939779330,1.1476,0.0499,0.0865,0.0673,0.0721,InternetArchiveBot,944498574,63,0,117,0,0.0,70.0,0.0,
57383,939779330,1.1476,0.0499,0.0865,0.0673,0.0721,InternetArchiveBot,944498574,63,0,117,0,0.0,70.0,0.0,
46049,939907744,1.1304,0.0859,0.1317,0.066,0.0706,Tadghtadgh,941367740,1,0,119,0,0.0,8.0,0.0,
49462,944014248,1.1454,0.0524,0.1078,0.0798,0.0867,Philip Cross,944846161,11,0,19,1,0.0,14.0,0.0,
50926,946578394,1.1175,0.0362,0.0713,0.0587,0.0624,InternetArchiveBot,946935163,155,1,55,0,0.004219409282700422,105.0,0.0,
49197,947209691,1.139,0.0579,0.0914,0.0817,0.08900000000000001,Manannan67,948024304,22,0,36,0,0.0,59.0,0.0,
49675,947920270,1.1316,0.0791,0.1243,0.0604,0.0643,GreenC bot,949111637,3,1,86,1,0.025,88.0,0.0,
50318,948869058,1.1271,0.0746,0.11599999999999999,0.0878,0.0962,Iridescent,949088519,0,0,100,0,0.0,22.0,0.0,
55960,948869058,1.1271,0.0746,0.11599999999999999,0.0878,0.0962,Iridescent,949088519,0,0,100,0,0.0,22.0,0.0,
48209,949213552,1.1403,0.061,0.1041,0.0645,0.069,2001:14BA:9E1:A800:99C0:2006:9C40:B976,949258830,13,0,0,1,0.0,130.0,0.0,
49072,440487527,1.2542,0.05,0.1,0.5789,1.2222,Mwtoews,440779174,18,0,13,0,0.0,13.0,0.0,
48045,754971144,1.1784,0.0263,0.0526,0.3243,0.4615,Tahc,754977384,4,0,182,0,0.0,15.0,0.0,
51857,817647855,1.1229,0.0572,0.0945,0.106,0.1185,American Money,843511675,42,0,114,1,0.0,15.0,0.0,
46613,845350390,1.1336,0.0298,0.0593,0.0466,0.0489,Edibobb,891586768,8,0,59,0,0.0,20.0,0.0,
46331,856434706,1.1223,0.0284,0.0571,0.0667,0.0715,Zackmann08,866884446,1,0,49,0,0.0,10.0,0.0,
48631,897984571,1.1264,0.0383,0.0638,0.0607,0.0646,RJFJR,900048984,38,0,38,0,0.0,60.0,0.0,
50835,902729773,1.1399,0.0425,0.0707,0.0486,0.0511,JJMC89 bot III,920638305,3,0,169,1,0.0,15.0,0.0,
47334,910282215,1.1371,0.0313,0.0555,0.0607,0.0646,1.136.111.61,935567593,137,0,63,1,0.0,26.0,0.0,
49091,919681567,1.1352,0.0612,0.0736,0.0832,0.0908,CLCStudent,919681650,0,0,129,0,0.0,11.0,0.0,
46293,922690293,1.1343,0.0484,0.1,0.0962,0.1065,GoingBatty,936479977,4,0,120,0,0.0,13.0,0.0,
51678,922764879,1.13,0.111,0.1735,0.1055,0.1179,InternetArchiveBot,927358006,151,0,87,0,0.0,130.0,0.0,
49864,932702306,1.1161,0.0332,0.0657,0.0544,0.0576,F.contesi,933915420,0,1,13,1,0.01948051948051948,36.0,0.0,
51852,933644428,1.1308,0.0837,0.1181,0.0971,0.1076,Snowflake91,934484769,0,0,0,0,0.0,8.0,0.0,
51979,938843714,1.1474,0.0812,0.1599,0.0776,0.0841,Dorama285,945254104,516,0,45,0,0.0,22.0,0.0,
67790,938843714,1.1474,0.0812,0.1599,0.0776,0.0841,Dorama285,945254104,516,0,45,0,0.0,22.0,0.0,
50434,939271463,1.141,0.0305,0.0547,0.0883,0.0969,AnomieBOT,939287428,19,0,31,0,0.0,25.0,0.0,
51374,945980685,1.1429,0.0641,0.1059,0.055,0.0582,Materialscientist,945980713,59,1,153,0,0.047619047619047616,13.0,0.0,
46063,947231867,1.1305,0.0303,0.0593,0.048,0.0504,Maseti,947231976,2,1,22,0,0.01509433962264151,132.0,0.0,
51104,947276914,1.0929,0.0816,0.142,0.0859,0.094,Kailash29792,947287865,10,0,22,0,0.0,21.0,0.0,
49450,948246769,1.1383,0.0687,0.13699999999999998,0.078,0.0846,72.83.173.97,948246879,13,0,33,1,0.0,20.0,0.0,
51409,948624442,1.1469,0.0093,0.0246,0.0238,0.0244,NinjaRobotPirate,948624590,111,0,25,0,0.0,0.0,0.0,
49061,948738826,1.1243,0.0788,0.1366,0.0703,0.0756,DragosTataru,948738893,0,0,29,0,0.0,16.0,0.0,
46861,328457138,1.1812,0.0294,0.1176,0.4194,0.6842,Pmsyyz,328457256,0,0,62,0,0.0,16.0,0.0,
47342,421574021,1.1958,0.0385,0.0769,0.4,0.625,AvicBot,573229185,4,0,50,0,0.0,9.0,0.0,
46425,774408551,1.1261,0.0489,0.1376,0.1009,0.1122,Magic links bot,783589411,4,0,192,1,0.0,22.0,0.0,
51714,833601009,1.1796,0.0011,0.016,0.0987,0.1094,Jackroyed,833601993,105,0,51,0,0.0,20.0,0.0,
47971,893000276,1.1861,0.027000000000000003,0.0541,0.3611,0.5417,A1Cafel,893000330,0,0,103,0,0.0,0.0,0.0,
47693,903458211,1.1053,0.0501,0.1041,0.069,0.0741,Reywas92,909728198,75,0,95,0,0.0,21.0,0.0,
49302,903512248,1.1406,0.0424,0.0865,0.0902,0.0992,LFaraone,913738539,0,0,16,0,0.0,12.0,0.0,
47396,915941434,1.1440000000000001,0.0577,0.1051,0.0565,0.0599,Monkbot,917160901,4,0,175,0,0.0,106.0,0.0,
48284,917618104,1.1345,0.0327,0.0656,0.0479,0.0503,DatGoodDude342,917618182,16,0,207,0,0.0,15.0,0.0,
49239,927506656,1.1372,0.1494,0.2413,0.068,0.0729,WOSlinker,935633403,12,0,29,0,0.0,25.0,0.0,
47520,928846820,1.1548,0.0785,0.1398,0.0927,0.1022,Citation bot,932111837,1,0,138,1,0.0,151.0,0.0,
49727,931417601,1.1261,0.0518,0.0947,0.0727,0.0783,2604:6000:1118:8757:1484:D16F:7B0F:3B5F,931417659,0,0,0,1,0.0,86.0,0.0,
47420,934184316,1.1182,0.0168,0.035,0.1611,0.1919,197.211.61.179,942285361,0,0,29,1,0.0,0.0,0.0,
46064,937749605,1.1305,0.0303,0.0593,0.048,0.0504,Maseti,947231867,3,1,14,0,0.01509433962264151,132.0,0.0,
46849,943016937,1.1339,0.0423,0.0906,0.0787,0.0854,2A02:C7F:200B:D200:3D62:ABB4:BC:755C,943017081,6,0,19,1,0.0,15.0,0.0,
46157,943799274,1.1437,0.0646,0.1101,0.0542,0.0573,Citation bot,944831079,6,1,201,1,0.037671232876712334,250.0,0.0,
47281,945286994,1.1144,0.0469,0.0951,0.0642,0.0686,RudnikU,946666669,0,0,46,0,0.0,14.0,0.0,
49604,945659730,1.1385,0.0507,0.0882,0.0468,0.0491,Njoy deep,945998636,0,0,0,1,0.0,16.0,0.0,
50577,945985764,1.1376,0.0415,0.0842,0.076,0.0823,Störm,945985839,118,0,43,0,0.0,48.0,0.0,
49372,947420550,1.1253,0.0484,0.0774,0.0894,0.0982,HangingCurve,947692482,89,1,50,0,0.005291005291005291,22.0,0.0,
51945,947824791,1.1282,0.0485,0.0875,0.0713,0.0767,Patient Zero,947824817,6,0,204,1,0.0,146.0,0.0,
46153,328600423,1.1811,0.0476,0.0952,0.55,1.1,Amit lalit,328604206,26,0,28,1,0.0,0.0,0.0,
49697,379485592,1.1828,0.0286,0.0571,0.3824,0.5909,Mutt,379485808,3,0,0,0,0.0,11.0,0.0,
48240,549147814,1.1672,0.1944,0.25,0.3571,0.5263,AvicBot,578182947,2,0,69,0,0.0,11.0,0.0,
51444,742781644,1.1336,0.0355,0.0754,0.0681,0.073,2A02:C7F:3E12:C00:1DF3:18CB:940:6351,755366076,128,0,0,1,0.0,12.0,0.0,
47037,875124317,1.1423,0.0189,0.05,0.0748,0.0808,Maury Markowitz,885562784,17,0,0,1,0.0,17.0,0.0,
46421,903872986,1.1583,0.0369,0.0569,0.0725,0.0782,Chris the speller,934439884,0,0,107,1,0.0,15.0,0.0,
51554,909308336,1.1275,0.0882,0.1034,0.0849,0.0927,2601:581:8000:21B0:304C:CD3D:3958:6A95,909310809,75,0,60,1,0.0,10.0,0.0,
51592,929197792,1.1364,0.1024,0.2545,0.1707,0.2058,Wioaw,948354783,4,0,15,0,0.0,16.0,0.0,
51266,931214457,1.1386,0.0918,0.125,0.0621,0.0662,Citation bot,941654612,36,0,135,1,0.0,133.0,0.0,
