editid,oldrevisionid,character_diversity,digit_ratio,non_alpha_numeric_ratio,upper_to_all,upper_to_lower,editor,newrevisionid,size_increment,class,comment_len,Anonymous,vulgar_word_ratio,character_distribution,longest_Word,bad_words
10408,327025256,1.1232,0.0608,0.1157,0.0745,0.0805,86.152.113.196,328816541,0,0,29,1,0,0,0,0
40396,328678793,1.1366,0.077,0.1503,0.1178,0.1335,Rich Farmbrough,329273073,15,0,74,1,0,Infinity,12,0
45326,311618303,1.1333,0.0209,0.0694,0.0594,0.0631,Groundstar83,327378900,4,0,17,0,0,0.004884988,28,0
5583,326558959,1.1382,0.0184,0.0282,0.0515,0.0543,94.194.96.227,326559058,0,0,13,1,0,8.02E-05,10,0
22436,327007598,1.0917,0.0211,0.0698,0.0444,0.0464,DanielRigal,327007800,19,0,36,0,0,Infinity,38,0
30712,328605063,1.122,0.0205,0.0411,0.0658,0.0704,Spartaerbest,328605372,3,0,0,0,0,Infinity,12,0
9182,328001893,1.1084,0.0255,0.0537,0.0791,0.0858,Salalah4life,328004601,67,0,0,0,0,Infinity,21,0
15130,328446536,1.118,0.1372,0.187,0.1305,0.15,Darth21,328448083,0,0,17,0,0,Infinity,13,0
6190,327176366,1.0495,0.0756,0.119,0.0956,0.1057,Cassius1213,327176597,1,0,35,0,0,Infinity,14,0
39960,326330138,1.099,0.0326,0.0753,0.0762,0.0825,CharlesMartel,326844325,0,0,46,0,0,0,0,0
6044,328439504,1.1205,0.0366,0.0634,0.0648,0.0693,Jawandapuck,328464100,162,0,44,0,0,0.03422483,21,0
40667,327067956,1.1153,0.0194,0.0505,0.0443,0.0464,SharkD,327068010,10,0,17,0,0,4.91E-04,35,0
32926,328193772,1.07,0.0245,0.0487,0.0718,0.0773,XLinkBot,328193824,57,0,163,0,0,0,0,0
21757,325776624,1.093,0.0544,0.1066,0.0759,0.0822,??? ?????,328772735,27,0,170,1,0,0,0,0
16248,328532176,1.1071,0.0136,0.0237,0.0547,0.0579,Pylambert,329156379,71,0,85,0,0,Infinity,17,0
6051,327266887,1.1498,0.0158,0.0273,0.0739,0.0798,137.222.209.135,327268178,0,0,0,1,0,0,0,0
37918,326551933,1.1189,0.0339,0.0558,0.0614,0.0654,Lidingo,327003859,23,0,14,0,0,0.26907605,23,0
8439,300101345,1.1215,0.062,0.106,0.147,0.1722,Sayerslle,327177050,0,0,0,0,0.015873016,0,17,0
11570,252320218,1.1235,0.0604,0.0961,0.1034,0.1152,98.240.176.32,327619237,5,0,0,1,0,0.051449753,24,0
6244,328318282,1.0958,0.029,0.0739,0.0592,0.0629,Quispiam,328368699,20,0,183,0,0,0.01709629,14,0
15554,329716440,1.1513,0.1549,0.2589,0.1244,0.142,66.232.207.227,329717837,0,1,17,1,0,0.0469819,32,0
24901,329315790,1.1266,0.0206,0.0302,0.0579,0.0614,77.251.52.48,329744275,372,0,0,1,0.020408163,Infinity,23,0
25816,327449489,1.122,0.0531,0.0913,0.067,0.0718,Giantflightlessbirds,327449552,0,0,28,0,0,0.014098667,56,0
10055,327500515,1.1363,0.0461,0.0731,0.0898,0.0986,EagleFan,327531130,160,0,24,0,0,0.008452539,76,0
17433,329165349,1.1002,0.016,0.0456,0.0392,0.0408,Evilgohan2,329165418,0,0,9,0,0,Infinity,26,0
42546,327678507,1.1235,0.0539,0.1,0.0871,0.0955,Mark83,327678641,37,0,24,0,0,Infinity,61,0
28773,328000381,1.1449,0.0295,0.0534,0.0335,0.0346,Rusty Cashman,328544161,21,0,72,1,0.007042254,Infinity,62,0
33681,325862301,1.1315,0.0813,0.1797,0.1261,0.1443,Cmm3,326814933,28,0,0,0,0,Infinity,11,0
41774,326544803,1.1514,0.0101,0.2471,0.1593,0.1894,Webfilm,328172717,30,0,71,0,0,0,0,0
1982,326999414,1.1377,0.0357,0.0606,0.0647,0.0691,Zzuuzz,326999700,0,0,135,0,0,0,0,0
7835,329077553,1.134,0.0284,0.0648,0.0552,0.0584,Ciphers,329238015,15,0,156,0,0,0.007245388,21,0
37973,326205700,1.1342,0.0519,0.0777,0.0685,0.0735,87.113.56.241,329296620,0,0,0,1,0,0.012125881,11,0
6432,328975135,1.1292,0.0417,0.0641,0.1299,0.1493,170.20.11.116,329029909,325,0,0,1,0,Infinity,54,0
28817,329601093,1.1351,0.007,0.01,0.159,0.1889,70.117.157.141,329601130,30,0,7,1,0,0,0,0
9720,328665897,1.0895,0.0554,0.0634,0.0898,0.0986,Garion96,328766847,0,0,3,0,0,0.0824611,12,0
28300,319331269,1.1327,0.0353,0.0648,0.0966,0.1069,Rjwilmsi,328364261,12,0,83,0,0,Infinity,112,0
33446,326983299,1.0963,0.0387,0.0774,0.1026,0.1141,Olin Bhergine,327068157,141,0,0,1,0.045454545,Infinity,64,0
3181,327715856,1.1223,0.0431,0.0889,0.1065,0.119,Cs-wolves,327717675,80,0,0,1,0,Infinity,18,0
35834,328096961,1.1456,0.0151,0.1124,0.0811,0.0881,ZooFari,328098181,6,0,58,0,0,0.08228669,10,0
11928,326749418,1.1305,0.008,0.0416,0.0307,0.0316,83.94.199.190,327461821,12,0,18,1,0,4.11E-04,28,0
12759,329118517,1.106,0.0125,0.0216,0.0542,0.0573,Quantum Lipids,329615207,6,0,13,1,0,0.03333642,12,0
36450,329517455,1.1367,0.0076,0.0695,0.1761,0.2137,Thismightbezach,329518956,0,0,23,0,0,0.2830209,11,0
24308,325507537,1.1432,0.0322,0.0858,0.0682,0.0732,69.235.139.193,330095613,0,1,23,1,0,0,0,0
39052,327488689,1.1387,0.0722,0.1139,0.0645,0.0689,Smallbones,327489382,111,0,10,0,0,0.018994804,21,0
43193,328220129,1.0902,0.1198,0.1583,0.1548,0.1832,121.169.172.231,328303469,0,0,0,1,0,0.07271516,22,0
23751,327878864,1.1188,0.0141,0.0369,0.0367,0.0381,71.67.249.44,328701345,1,1,43,1,0,0.003306181,12,0
27713,323280408,1.1317,0.0435,0.0583,0.0922,0.1016,Ashoanan,327599580,10,0,0,0,0,Infinity,11,0
43924,328754842,1.1309,0.0565,0.1103,0.1228,0.14,86.42.195.84,328862959,0,1,16,1,0,0,0,0
9326,329598835,1.1069,0.0551,0.1197,0.0832,0.0907,158.65.175.214,329947336,14,0,10,1,0,Infinity,7,0
20049,319248227,1.1184,0.1194,0.1777,0.1137,0.128,Rich Farmbrough,328870825,8,0,74,1,0,0.17505558,23,0
23775,327080824,1.1192,0.0482,0.0872,0.1168,0.132,212.183.140.18,327080871,1,0,0,1,0,1.87E-05,65,0
36609,327838484,1.1033,0.0623,0.0846,0.0883,0.0969,Carlaude,328141922,17,0,51,0,0,Infinity,15,0
4182,328174072,1.1529,0.0433,0.1478,0.1049,0.1172,114.76.251.118,328174673,25,0,11,1,0,Infinity,8,0
1359,329211087,1.1102,0.0679,0.1292,0.0653,0.0698,Conti,329224581,47,0,50,0,0,0,0,0
18638,326675493,1.1383,0.0977,0.127,0.0628,0.067,99.150.161.119,327325743,0,0,9,1,0.008264463,4.73E-04,32,0
239,327289783,1.1029,0.0376,0.0895,0.0599,0.0637,DisillusionedBitterAndKnackered,327336340,1,0,110,0,0,6.51E-04,16,0
39968,328049788,1.0863,0.0093,0.0252,0.0292,0.0301,Spinningspark,328051438,63,0,180,0,0,Infinity,14,0
27598,326789080,1.1445,0.1048,0.1455,0.0778,0.0844,86.133.41.213,326939455,1,0,36,1,0,9.17E-05,17,0
28053,327781829,1.1044,0.0208,0.0824,0.0683,0.0733,173.87.21.114,327782279,7,0,14,1,0,0.067724966,19,0
19991,327356730,1.1268,0.0387,0.0761,0.0869,0.0952,Wool Mintons,327356786,9,0,166,1,0,Infinity,19,0
42805,328077263,1.1206,0.0312,0.0723,0.0657,0.0703,492star,328077282,6,0,10,0,0,Infinity,9,0
39493,321284454,1.1239,0.0828,0.1378,0.0984,0.1091,Wikiwiki1228,327554905,734,0,0,0,0,Infinity,73,0
40852,317789654,1.1112,0.154,0.1994,0.0543,0.0573,Rich Farmbrough,329512447,0,0,74,1,0,0,9,0
6112,317653760,1.0991,0.1111,0.1738,0.1224,0.1389,Rich Farmbrough,328789175,2,0,74,1,0,0.4268243,43,0
30411,327637669,1.0531,0.0358,0.0683,0.0655,0.0701,78.133.124.146,327637873,4,0,0,1,0,0.067121424,12,0
33253,328476276,1.1015,0.0488,0.0842,0.0708,0.0762,200.7.38.254,328478225,37,0,0,1,0,Infinity,13,0
30306,327115154,1.1124,0.0496,0.1068,0.055,0.0582,Rehevkor,327115759,0,0,60,0,0,0,0,0
15175,329104510,1.0998,0.0631,0.0923,0.0827,0.0902,192.86.100.36,329104619,0,0,33,1,0,0,0,0
36133,329756661,1.0902,0.0402,0.0673,0.1047,0.1169,Jerrykme,329756742,1,0,16,0,0,0.005092075,10,0
7111,315190635,1.1573,0.0343,0.0575,0.0712,0.0767,157.190.188.165,326741299,2,0,16,1,0,0.018875334,21,0
8504,327770299,1.1069,0.0321,0.0542,0.0729,0.0787,SteveMiamiBeach,327771589,0,0,20,0,0,0,0,0
35872,328591734,1.086,0.0691,0.1293,0.1231,0.1404,219.74.182.198,328592238,10,0,16,1,0,Infinity,5,0
33295,329035211,1.1179,0.0407,0.0788,0.0706,0.076,Malleus Fatuorum,329040756,0,0,23,1,0,Infinity,24,0
31675,318719487,1.0848,0.1177,0.1488,0.1296,0.1489,77.255.100.95,328803352,38,0,27,1,0,Infinity,22,0
19996,326889719,1.098,0.033,0.0606,0.0878,0.0962,68.90.9.225,327512465,4,0,15,1,0,Infinity,45,0
12587,329310463,1.1297,0.0557,0.0985,0.1058,0.1182,Charliefortune,329652768,9,0,12,0,0.00877193,0.13864543,72,0
32151,328749416,1.1275,0.0499,0.1315,0.153,0.1806,98.148.239.74,328751558,0,0,26,1,0,0,0,0
147,325735688,1.1251,0.025,0.081,0.1201,0.1364,Freiheitsgedanke,326849423,30,0,0,0,0,Infinity,16,0
36373,328758906,1.1606,0.0036,0.0219,0.024,0.0246,Altenmann,328836528,7,0,0,0,0,Infinity,21,0
16104,328695498,1.0491,0.03,0.0584,0.049,0.0515,71.247.220.125,328729592,59,0,49,1,0,Infinity,18,0
38852,327280587,1.0811,0.0441,0.0796,0.0938,0.1035,79.77.94.177,327280673,8,0,11,1,0,0.44153783,11,0
18524,327148168,1.125,0.143,0.244,0.1161,0.1314,86.11.5.38,327149023,0,0,21,1,0,Infinity,2,0
45384,327960050,1.0943,0.0699,0.1127,0.088,0.0965,Digirami,327982615,0,0,76,0,0,Infinity,2,0
28401,327482776,1.1301,0.0124,0.032,0.0247,0.0254,Mmh,328477182,13,0,12,0,0,Infinity,13,0
8553,323503180,1.156,0.0036,0.0096,0.0529,0.0558,209.89.153.44,327589467,64,0,14,1,0.02955665,0.00110891,16,0
25655,326167629,1.0882,0.0407,0.0875,0.0949,0.1048,A3RO,327298290,20,0,69,0,0.012195122,0.070221,96,0
36869,329052357,1.1089,0.0411,0.0633,0.0793,0.0862,Ferraridude100,329124941,16,0,0,0,0,Infinity,53,0
11892,328157373,1.1289,0.0763,0.1184,0.0752,0.0813,Hu12,328418979,311,0,136,0,0,0,0,0
37209,328132190,1.0892,0.0311,0.049,0.0511,0.0539,Timbouctou,328228480,0,0,134,0,0,Infinity,23,0
6376,329969843,1.1373,0.0329,0.0611,0.0924,0.1018,Omarcheeseboro,329970101,9,0,96,0,0,0.023622094,11,0
28892,320363211,1.086,0.049,0.0759,0.0795,0.0863,65.95.236.180,327949017,5,0,0,1,0,0.010319487,26,0
31247,322208441,1.1185,0.1035,0.2084,0.1411,0.1641,82.18.247.237,328308116,12,0,0,1,0,Infinity,13,0
31563,308269374,1.1352,0.0755,0.1036,0.0635,0.0677,142.179.5.223,327350908,1,0,17,1,0,1.67E-04,23,0
17299,328123686,1.1338,0.0312,0.085,0.086,0.094,173.60.252.14,328397420,0,0,15,1,0,0,0,0
38052,326842825,1.1035,0.0112,0.0181,0.0434,0.0454,MBelgrano,326852825,549,0,21,0,0,0.104748674,18,0
28036,326496501,1.1447,0.0865,0.1507,0.1596,0.1899,Cumbersnatch,327073185,1,0,30,0,0.066666667,0.018751197,19,0
30780,328496011,1.1462,0.0695,0.118,0.0519,0.0547,Nick carson,328496856,8,0,15,1,0,4.35E-04,12,0
34145,326428354,1.1363,0.0289,0.0745,0.0736,0.0794,68.83.159.87,329272141,66,0,10,1,0,0.0545963,19,0
30562,328096823,1.0886,0.066,0.1063,0.0819,0.0892,72.209.14.239,328096945,2,0,0,1,0,Infinity,17,0
41615,330076030,1.0853,0.032,0.0956,0.0981,0.1087,Purushoth1992,330098620,0,0,0,0,0,0.021692652,10,0
19191,329213151,1.1355,0.045,0.0754,0.0859,0.094,Jeanne boleyn,329213311,13,0,27,1,0,0.044526275,17,0
25827,322667787,1.1321,0.0721,0.1269,0.0565,0.0598,Rich Farmbrough,328778313,4,0,74,1,0,9.06E-04,109,0
11893,323619397,1.0717,0.0358,0.0636,0.0938,0.1034,McBrayn,327893090,44,0,22,0,0,0.011123384,18,0
14927,327108392,1.1381,0.0512,0.077,0.0453,0.0474,Anastasiia Bilenska,327108637,7,0,0,1,0,Infinity,54,0
8228,328613552,1.115,0.0419,0.0585,0.0798,0.0867,AssociateAffiliate,328613585,1,0,27,0,0,0.003631403,11,0
1921,314318148,1.1431,0.0108,0.0245,0.0476,0.05,71.130.85.117,329575740,0,0,0,1,0,0,0,0
15549,283412595,1.1262,0.0314,0.0723,0.0874,0.0957,65.101.170.212,327016698,24,1,16,1,0,Infinity,7,0
13534,327602164,1.1422,0.01,0.0367,0.0761,0.0823,Marek69,327602812,0,0,118,0,0,0,0,0
37385,294064571,1.134,0.0187,0.0432,0.0737,0.0794,Bananajacks,327547506,0,0,0,0,0,0,0,0
38757,327480936,1.1526,0.0946,0.1351,0.0829,0.0899,Cuchullain,327515344,0,0,0,0,0,0.030555205,11,0
37255,326931202,1.0836,0.0301,0.0664,0.0572,0.0607,Iblardi,326932841,258,0,196,0,0.011235955,0.034932513,22,0
29501,329129957,1.1173,0.0698,0.1375,0.0772,0.0837,QuasyBoy,329130189,7,0,14,0,0,0,0,0
41514,327890212,1.1572,0.0599,0.1371,0.1092,0.1225,TheFBH,327953051,1,0,0,0,0,0.6931472,1,0
27841,324169119,1.1537,0.049,0.0891,0.0505,0.0532,YellowMonkey,329147642,0,0,4,0,0,0.025403244,77,0
17449,326979660,1.0774,0.0848,0.1261,0.0898,0.0986,193.198.179.77,328057993,45,0,0,1,0,0.32482198,14,0
97,329067580,1.1323,0.0538,0.1441,0.0854,0.0933,130.156.65.131,329136243,2,0,13,1,0,0.100083455,15,0
15589,326683380,1.1466,0.004,0.0443,0.0682,0.0732,Rtkat3,327391500,8,0,0,0,0,Infinity,13,0
23852,327582580,1.1347,0.0493,0.0695,0.0886,0.0972,173.26.207.79,327582864,1,0,20,1,0,0.003298281,12,0
25140,328014414,1.1068,0.0428,0.0901,0.0972,0.1076,71.226.79.111,328062464,0,0,26,1,0.009433962,0,175,0
21679,313724493,1.1433,0.0145,0.0562,0.0516,0.0544,Woohookitty,329186514,38,0,169,0,0,0.001044729,17,0
9009,310368369,1.1101,0.0189,0.0335,0.0686,0.0737,Taivo,328513354,2,0,63,0,0,0.21767598,13,0
2130,328134409,1.1364,0.0454,0.0869,0.0789,0.0856,3pears,329760816,2,0,12,0,0,Infinity,2,0
41580,327934708,1.1051,0.0224,0.0595,0.0792,0.086,118.210.204.42,327935538,8,0,29,1,0,0.022590805,21,0
23008,326330871,1.1432,0.1858,0.247,0.1496,0.1759,Josh the newcastle fan,327632252,0,0,0,1,0,0,0,0
23003,260868519,1.1319,0.086,0.133,0.0639,0.0682,SWMNPoliSciProject,327222550,0,0,0,0,0,0,0,0
36385,327964573,1.1375,0.1628,0.2877,0.1491,0.1752,70.139.12.131,327964662,1,0,7,1,0,0.009813184,17,0
17310,317832852,1.103,0.0531,0.0859,0.0915,0.1007,158.195.167.49,329534011,0,0,0,1,0,0.055451773,16,0
23856,320520730,1.1397,0.0209,0.0762,0.0791,0.0858,81.132.136.236,327279845,52,0,17,1,0,Infinity,9,0
39316,315435652,1.1165,0.0478,0.0765,0.085,0.0928,83.108.44.6,326856854,116,0,0,1,0,0.11838595,20,0
41794,324154249,1.0851,0.0271,0.0677,0.124,0.1413,62.244.90.76,329250815,5,0,32,1,0,Infinity,10,0
20966,328389231,1.1237,0.022,0.0996,0.0746,0.0805,December21st2012Freak,328421605,47,0,31,0,0,0,0,0
25279,327555536,1.2025,0.0417,0.0833,0.4348,0.7143,Jorge Stolfi,327555604,1,0,9,1,0,Infinity,10,0
3926,327136448,1.1661,0.0686,0.129,0.0841,0.0918,BrianY,327178733,100,0,12,0,0,0.08945004,90,0
23462,328936973,1.1636,0.0473,0.1189,0.0981,0.1087,Rich Farmbrough,329457538,7,0,74,1,0,0.41977406,79,0
34236,329296713,1.0901,0.0524,0.1173,0.088,0.0965,Aftertaste,329809188,8,0,0,0,0,Infinity,12,0
31229,328348670,1.1534,0.0449,0.1504,0.1059,0.1184,114.76.251.118,328348737,6,0,11,1,0,Infinity,6,0
25253,329095542,1.1528,0.058,0.0937,0.0902,0.0991,Fladrif,329098347,2,0,96,0,0,0.008882647,14,0
27539,326536806,1.0996,0.0827,0.1306,0.1421,0.1657,DH85868993,327027903,14,0,67,0,0,Infinity,16,0
40046,327320954,1.0886,0.1009,0.1734,0.1001,0.1112,212.233.220.51,327321083,4,0,0,1,0.25,Infinity,8,0
42097,329262028,1.0808,0.0232,0.0631,0.0632,0.0675,206.210.146.2,329270515,9,0,14,1,0,Infinity,9,0
24923,328028881,1.1317,0.0342,0.0665,0.0778,0.0844,68.8.121.221,328028958,1,0,14,1,0,0.006305597,37,0
14640,329896526,1.1354,0.0195,0.0722,0.0722,0.0778,Thatguyflint,329901583,6,0,117,0,0,0,0,0
38885,326576989,1.0896,0.0051,0.0117,0.1044,0.1165,Rich Farmbrough,326907420,2,0,53,1,0,0.17316319,15,0
4387,327287017,1.1407,0.0156,0.0302,0.0768,0.0831,Anglo-Saxon1,327296314,7,0,15,1,0.063829787,0.2562984,13,0
41097,321237442,1.1249,0.1014,0.1721,0.1322,0.1522,203.184.48.212,327239227,15,0,19,1,0.035087719,Infinity,82,0
35741,330093473,1.0926,0.0352,0.074,0.056,0.0593,Leegee23,330093669,34,0,47,0,0,0.19399135,38,0
26406,281504531,1.1175,0.0584,0.0766,0.0683,0.0733,121.115.72.194,329159846,2,0,20,1,0,0.12874605,8,0
10076,328373613,1.1378,0.0121,0.0223,0.0767,0.083,59.178.200.235,328373692,0,0,0,1,0.014285714,2.04E-04,15,0
31782,325554896,1.082,0.0135,0.0274,0.0261,0.0268,Biglovinb,327030061,22,0,140,0,0.005586592,0.001290148,16,0
16285,327909817,1.1546,0.0177,0.0511,0.0617,0.0657,NeoBatfreak,328560652,13,0,14,0,0.030434783,Infinity,22,0
43055,327482429,1.088,0.0425,0.0879,0.0519,0.0548,Beetstra,327482532,3,0,58,0,0.041666667,Infinity,63,0
45543,326110058,1.088,0.0609,0.0792,0.0746,0.0807,Joephysics57,327543752,25,0,73,0,0.013157895,0.001135574,133,0
21346,327292251,1.0768,0.0435,0.0901,0.0709,0.0763,75.173.64.139,327402576,0,1,19,1,0,0,0,0
28275,327300045,1.1276,0.0121,0.0406,0.064,0.0683,68.196.176.189,327300246,0,0,10,1,0.014705882,3.75E-04,20,0
12394,328057569,1.0664,0.0387,0.0841,0.0642,0.0686,74.215.124.30,328058073,210,0,25,1,0,0,0,0
8810,321588261,1.1169,0.0148,0.0389,0.051,0.0537,CayenneGaramonde,326776143,29,0,0,0,0,Infinity,10,0
4407,326914253,1.0907,0.051,0.0918,0.0387,0.0403,A8UDI,326914280,1338,0,152,0,0,Infinity,53,0
24083,328338087,1.136,0.0467,0.09,0.074,0.0799,Phoenixrod,328341104,72,0,128,0,0,0,0,0
7694,324970447,1.1066,0.1021,0.1764,0.102,0.1135,Rich Farmbrough,328535000,7,0,74,1,0,0.10464016,9,0
24762,329960375,1.1254,0.0549,0.1002,0.128,0.1468,173.73.116.109,329960945,8,0,0,1,0,Infinity,10,0
40551,317521492,1.1097,0.0208,0.1588,0.0399,0.0416,Jaraalbe,328555091,19,0,73,0,0,0,0,0
35997,329573382,1.1157,0.0259,0.0642,0.0714,0.0769,Evaunit666,329573525,3,0,0,0,0,0.019389413,24,0
34991,307812420,1.1452,0.1338,0.1889,0.1599,0.1902,Colonies Chris,327778604,20,0,7,1,0,Infinity,16,0
27255,329563583,1.1234,0.1384,0.2008,0.0989,0.1097,78.51.152.21,329977577,1,0,0,1,0,0.003491771,13,0
23868,323690931,1.128,0.0376,0.0906,0.1137,0.1281,Noboyo,328489835,15,0,55,0,0,Infinity,9,0
37191,328377755,1.2059,0.0476,0.0952,0.6,1.3333,Rajasekhar1961,328377794,9,0,41,0,0,0.31663296,10,0
1953,328944420,1.1585,0.037,0.0628,0.0808,0.0879,97.87.13.244,329943933,1,0,20,1,0,0.29582766,7,0
45714,326555379,1.0932,0.0101,0.03,0.0263,0.027,81.153.202.217,326555491,0,0,0,1,0,0,9,0
12609,327470496,1.1132,0.0366,0.0564,0.0608,0.0647,Grant bud,327474960,12,0,76,1,0.02247191,2.12E-04,60,0
38072,327494739,1.1327,0.03,0.0567,0.0658,0.0704,204.134.196.21,327573280,6,0,21,1,0,Infinity,13,0
13139,328459802,1.1001,0.0128,0.0258,0.0385,0.04,Themfromspace,328475253,58,0,103,0,0.012578616,0.003088931,99,0
7099,328535477,1.0918,0.0209,0.0382,0.0398,0.0414,Jimp,328535527,10,0,16,0,0,Infinity,29,0
17093,328318364,1.1128,0.0317,0.0686,0.0711,0.0765,Luigibob,328417379,1,0,69,0,0,Infinity,27,0
36355,326201745,1.1091,0.0286,0.061,0.0724,0.078,KorjokManno,327621756,1124,0,15,0,0.009433962,Infinity,103,0
16689,322903524,1.136,0.0173,0.0459,0.0431,0.045,202.134.51.15,327552511,6,1,0,1,0.044117647,0.43917078,11,0
21861,327678153,1.1262,0.0415,0.0745,0.0873,0.0957,BlackThor,327721822,19,0,131,0,0,Infinity,19,0
32375,329902443,1.1125,0.1776,0.2081,0.0577,0.0613,Lidos,329902571,8,0,0,0,0,0.4349784,19,0
26746,324019736,1.1297,0.0215,0.0496,0.0898,0.0986,99.239.62.206,327292072,187,0,0,1,0,Infinity,13,0
27860,326911374,1.132,0.0136,0.0362,0.0736,0.0794,119.152.92.155,326911863,0,0,0,1,0.02739726,0.00123865,63,0
20483,289413783,1.1368,0.0142,0.0584,0.1008,0.1121,Supreme Dirt,328252563,0,0,25,1,0,0,0,0
36624,327021322,1.0996,0.0356,0.0609,0.0326,0.0337,Awadewit,327021547,3,0,28,0,0,4.65E-05,93,0
33052,328317139,1.0677,0.0571,0.0956,0.0576,0.0612,Tapps09,328317326,8,0,12,0,0.006578947,4.74E-04,53,0
2256,327315943,1.0945,0.0315,0.0513,0.0343,0.0355,128.150.42.221,327317152,105,0,67,1,0,Infinity,16,0
10909,327320981,1.0582,0.0498,0.0904,0.0505,0.0532,Trilobitealive,327322755,1,0,38,0,0.02,4.53E-05,62,0
35570,329557935,1.0727,0.0489,0.0959,0.0653,0.0698,Jbmurray,329567246,1,0,156,0,0,0.047485318,8,0
8362,328010143,1.0905,0.0248,0.0537,0.0661,0.0708,Bearcat,328015195,16,0,20,0,0,0.22546422,19,0
13089,327481353,1.1293,0.0466,0.083,0.0473,0.0497,SandyGeorgia,327501214,0,0,72,0,0,0,17,0
38595,327457906,1.123,0.0627,0.1309,0.0925,0.1019,Rafablu88,327459076,10,0,16,0,0.014234875,8.59E-05,82,0
18889,327857013,1.1316,0.0579,0.0839,0.0738,0.0797,Cmacauley,327857130,19,0,10,0,0.048192771,Infinity,17,0
42916,325363655,1.1368,0.013,0.0835,0.1344,0.1552,24.144.219.58,326986138,0,0,0,1,0,0.019858377,17,0.014492754
33436,328865596,1.1428,0.0101,0.0307,0.0456,0.0478,67.79.19.250,328865800,19,0,16,1,0,6.78E-04,16,0
14625,326736026,1.0846,0.018,0.0535,0.035,0.0363,216.56.144.66,326738111,12,1,24,1,0.007407407,Infinity,67,0
41330,326791411,1.0741,0.0924,0.1742,0.0705,0.0759,YellowMonkey,326996491,325,0,138,0,0,0.06934627,10,0
18481,329065698,1.1347,0.1408,0.2869,0.0771,0.0835,Plastikspork,329066080,0,0,64,0,0,Infinity,23,0
16822,326928741,1.1352,0.0699,0.1254,0.0726,0.0783,CarolineWH,326928793,6,0,4,0,0.004149378,4.38E-05,207,0
44548,326881252,1.131,0.0604,0.0906,0.1434,0.1673,203.177.74.135,327423523,0,1,14,1,0,0,0,0
38201,326092286,1.1252,0.0176,0.0485,0.0633,0.0675,90.204.195.59,329934642,0,0,18,1,0,0,0,0
5397,328062158,1.1134,0.0478,0.0932,0.0632,0.0675,86.65.110.117,328062895,11,0,13,1,0.018518519,0.093029685,13,0
272,324994209,1.1276,0.0563,0.1259,0.1207,0.1373,68.33.88.50,327145480,30,0,16,1,0,0.42634135,31,0
8256,327769171,1.126,0.0655,0.1477,0.106,0.1185,Iminrainbows,327769632,24,0,0,0,0,Infinity,64,0
39373,317909835,1.1359,0.0737,0.1028,0.0841,0.0917,92.251.103.30,327000953,0,0,0,1,0,Infinity,6,0
3447,327064154,1.1286,0.0437,0.0747,0.0898,0.0986,112.200.41.25,328732851,1,0,13,1,0,0.11208386,51,0
40628,326305944,1.0865,0.062,0.1018,0.0798,0.0867,?????? ?????????,329863291,4,0,0,1,0,9.35E-04,16,0
12110,326388989,1.1293,0.0305,0.099,0.1576,0.1869,Huaiwei,327619108,1,0,46,0,0,0.20786346,11,0
40936,328719941,1.1279,0.0321,0.0681,0.0976,0.108,Lynchy1992,328720055,55,0,0,0,0,0.37347263,35,0
32218,327416417,1.1292,0.0491,0.0751,0.0811,0.0882,96.230.111.150,327420724,0,0,0,1,0,0,0,0
37330,329174607,1.1232,0.0687,0.111,0.0839,0.0915,Drunken Pirate,329174778,1,0,10,1,0,0.008909457,18,0
16514,329898693,1.0863,0.0521,0.0912,0.0926,0.1021,JanDeFietser,329898896,4,0,27,0,0.004273504,0.04745156,118,0
42645,327632065,1.0741,0.0712,0.1364,0.0745,0.0805,Conman33,327632178,3,0,18,0,0.004291845,0.7373679,118,0
11905,326814440,1.0497,0.0459,0.0845,0.0738,0.0797,86.41.84.40,326823349,285,1,12,1,0,Infinity,19,0
34127,329072522,1.0682,0.0859,0.1253,0.0779,0.0845,Patrickneil,329079290,14,0,161,0,0.027027027,Infinity,11,0
26123,329930030,1.0806,0.0375,0.0815,0.0454,0.0475,Thatguyflint,329930731,0,0,129,0,0,0,0,0
23491,327855211,1.0518,0.0172,0.0385,0.0507,0.0534,Bathrobe,327855344,13,0,11,0,0.012820513,Infinity,17,0
31008,325865120,1.1381,0.0864,0.1186,0.13,0.1493,128.211.190.135,327152795,0,0,0,1,0,0,11,0
27092,327456040,1.0946,0.0713,0.1184,0.0843,0.092,Zombie433,327754115,35,0,20,0,0,Infinity,16,0
4378,329878958,1.0677,0.082,0.1177,0.1185,0.1344,Portugaljunior,329879078,0,0,20,0,0,0,1,0
4123,327828002,1.1398,0.0214,0.0592,0.0294,0.0303,Oversandal,327831109,0,0,0,0,0,0,0,0
5671,327274086,1.0822,0.044,0.0648,0.0806,0.0876,Ceharanka,328797616,26,0,20,0,0,Infinity,19,0
33260,328878245,1.1312,0.041,0.059,0.0852,0.093,Piotrus,328878359,0,0,1,0,0,0,0,0
7187,328848452,1.0643,0.0462,0.0848,0.0642,0.0686,84.48.79.242,328857160,0,0,27,1,0.015625,4.61E-04,98,0
32715,326834975,1.0902,0.0238,0.046,0.0684,0.0734,124.157.186.226,326859387,1,0,43,1,0.00952381,5.37E-06,21,0
